month,at_risk,events_default,events_prepaid,events_any,censored,cause_hazard,overall_survival,cif,naive_1_minus_km,cause,credit_score_band,n_loans,follow_up_months
15.0,1376.0,1.0,17.0,18.0,28.0,0.012354651162790697,0.8655699060267905,0.13149686823197299,0.1316429913958489,prepaid,740-799,1930,59
16.0,1330.0,0.0,14.0,14.0,22.0,0.010526315789473684,0.8564586438580875,0.14060813040067605,0.14078359148641895,prepaid,740-799,1930,59
17.0,1294.0,0.0,13.0,13.0,26.0,0.010046367851622875,0.8478543452721871,0.14921242898657647,0.14941559559049666,prepaid,740-799,1930,59
18.0,1255.0,0.0,9.0,9.0,21.0,0.007171314741035857,0.8417741149076854,0.15529265935107822,0.15551540406833375,prepaid,740-799,1930,59
19.0,1225.0,0.0,9.0,9.0,19.0,0.007346938775510204,0.8355896520226493,0.16147712223611427,0.16171978069150517,prepaid,740-799,1930,59
20.0,1197.0,1.0,13.0,14.0,21.0,0.01086048454469507,0.8258166736364195,0.17055203073761338,0.1708239100574287,prepaid,740-799,1930,59
21.0,1162.0,4.0,9.0,13.0,22.0,0.00774526678141136,0.8165777607644114,0.17694820118746515,0.1772461000828015,prepaid,740-799,1930,59
22.0,1127.0,0.0,11.0,11.0,28.0,0.009760425909494233,0.8086076140311296,0.1849183479207469,0.1852765285646908,prepaid,740-799,1930,59
23.0,1088.0,2.0,11.0,13.0,16.0,0.01011029411764706,0.7989459421723017,0.19309360872437045,0.19351362248545223,prepaid,740-799,1930,59
24.0,1059.0,3.0,14.0,17.0,23.0,0.013220018885741265,0.7861205587757681,0.20365568916857463,0.2041753876272876,prepaid,740-799,1930,59
25.0,1019.0,1.0,7.0,8.0,19.0,0.0068694798822374874,0.7799488566460271,0.20905592853209806,0.20964228879177138,prepaid,740-799,1930,59
26.0,992.0,1.0,12.0,13.0,23.0,0.012096774193548387,0.7697277526778836,0.21849079373346128,0.21920306755638708,prepaid,740-799,1930,59
27.0,956.0,0.0,7.0,7.0,13.0,0.007322175732217573,0.7640916708068113,0.22412687560453365,0.2249201999069157,prepaid,740-799,1930,59
28.0,936.0,0.0,10.0,10.0,27.0,0.010683760683760684,0.7559282982554565,0.23229024815588847,0.23320096700192727,prepaid,740-799,1930,59
29.0,899.0,2.0,13.0,15.0,16.0,0.014460511679644048,0.7433154790409606,0.24322135814178494,0.24428927337453565,prepaid,740-799,1930,59
30.0,868.0,0.0,8.0,8.0,20.0,0.009216589861751152,0.736464645132749,0.2500721920499966,0.25125434919596845,prepaid,740-799,1930,59
31.0,840.0,1.0,9.0,10.0,21.0,0.010714285714285714,0.7276972088811687,0.2579628846764189,0.2592766240260116,prepaid,740-799,1930,59
32.0,809.0,0.0,7.0,7.0,17.0,0.00865265760197775,0.7214006940948051,0.26425939946278254,0.26568584977609555,prepaid,740-799,1930,59
33.0,785.0,0.0,5.0,5.0,24.0,0.006369426751592357,0.7168057852152204,0.2688543083423673,0.2703630099686045,prepaid,740-799,1930,59
34.0,756.0,0.0,8.0,8.0,23.0,0.010582010582010581,0.7092205388108266,0.27643955474676113,0.27808403631814305,prepaid,740-799,1930,59
35.0,725.0,0.0,4.0,4.0,25.0,0.005517241379310344,0.7053075979070428,0.280352495650545,0.2820670209453533,prepaid,740-799,1930,59
36.0,696.0,0.0,8.0,8.0,17.0,0.011494252873563218,0.6972006140230538,0.288459479534534,0.29031912415287797,prepaid,740-799,1930,59
37.0,671.0,0.0,3.0,3.0,18.0,0.004470938897168405,0.6940834726786884,0.29157662087889935,0.2934920639852794,prepaid,740-799,1930,59
38.0,650.0,0.0,6.0,6.0,16.0,0.009230769230769232,0.6876765483155005,0.29798354524208726,0.3000136757023384,prepaid,740-799,1930,59
39.0,628.0,0.0,2.0,2.0,13.0,0.0031847133757961785,0.6854864956138588,0.300173597943729,0.3022429315122036,prepaid,740-799,1930,59
40.0,613.0,0.0,7.0,7.0,17.0,0.011419249592169658,0.6776587542283824,0.30800133932920537,0.31021079363196635,prepaid,740-799,1930,59
41.0,589.0,1.0,6.0,7.0,23.0,0.010186757215619695,0.6696050848232913,0.3149044845335692,0.3172375088071925,prepaid,740-799,1930,59
42.0,559.0,0.0,9.0,9.0,20.0,0.016100178890876567,0.6588243231713957,0.32568524618546474,0.32823010705537725,prepaid,740-799,1930,59
43.0,530.0,0.0,5.0,5.0,26.0,0.009433962264150943,0.652608999367892,0.3319005699889685,0.3345675588756095,prepaid,740-799,1930,59
44.0,499.0,0.0,10.0,10.0,13.0,0.02004008016032064,0.6395306627072127,0.3449789066496477,0.34790287833702016,prepaid,740-799,1930,59
45.0,476.0,0.0,4.0,4.0,15.0,0.008403361344537815,0.6341564554575723,0.35035311389928814,0.3533826860820872,prepaid,740-799,1930,59
46.0,457.0,0.0,6.0,6.0,20.0,0.01312910284463895,0.6258305501342781,0.35867901922258233,0.3618721912976397,prepaid,740-799,1930,59
47.0,431.0,1.0,2.0,3.0,6.0,0.004640371229698376,0.621474421015014,0.36158310530209176,0.3648333412220126,prepaid,740-799,1930,59
48.0,422.0,0.0,7.0,7.0,18.0,0.016587677725118485,0.6111656036048124,0.37189192271229343,0.37536928105956213,prepaid,740-799,1930,59
49.0,397.0,0.0,7.0,7.0,16.0,0.017632241813602016,0.6003893838938963,0.3826681424232095,0.38638292094012405,prepaid,740-799,1930,59
50.0,374.0,0.0,4.0,4.0,16.0,0.0106951871657754,0.5939681070608065,0.3890894192562993,0.3929456704487858,prepaid,740-799,1930,59
51.0,354.0,0.0,2.0,2.0,23.0,0.005649717514124294,0.5906123550435138,0.392445171273592,0.3963753559264762,prepaid,740-799,1930,59
52.0,329.0,1.0,2.0,3.0,17.0,0.0060790273556231,0.585226832049196,0.3960355199364705,0.4000448066503274,prepaid,740-799,1930,59
53.0,309.0,0.0,5.0,5.0,18.0,0.016181229773462782,0.5757571422102122,0.4055052097754543,0.4097528194877007,prepaid,740-799,1930,59
54.0,286.0,0.0,2.0,2.0,19.0,0.006993006993006993,0.5717308684884626,0.40953148349720403,0.41388042214862586,prepaid,740-799,1930,59
55.0,265.0,0.0,2.0,2.0,14.0,0.007547169811320755,0.5674159185376062,0.4138464334480603,0.41830396613240983,prepaid,740-799,1930,59
56.0,249.0,0.0,3.0,3.0,21.0,0.012048192771084338,0.5605795821696832,0.4206827698159833,0.42531235208262175,prepaid,740-799,1930,59
57.0,225.0,0.0,0.0,0.0,9.0,0.0,0.5605795821696832,0.4206827698159833,0.42531235208262175,prepaid,740-799,1930,59
58.0,216.0,1.0,3.0,4.0,14.0,0.013888888888888888,0.5501984787961706,0.4284685973461178,0.4332941249703631,prepaid,740-799,1930,59
59.0,198.0,0.0,4.0,4.0,194.0,0.020202020202020204,0.5390833580124096,0.43958371812987884,0.44474272850631535,prepaid,740-799,1930,59
1.0,244.0,0.0,1.0,1.0,1.0,0.004098360655737705,0.9959016393442623,0.004098360655737705,0.004098360655737654,prepaid,800+,244,48
2.0,242.0,0.0,2.0,2.0,4.0,0.008264462809917356,0.987671047283566,0.01232895271643409,0.012328952716433972,prepaid,800+,244,48
3.0,236.0,0.0,3.0,3.0,2.0,0.012711864406779662,0.9751159068519953,0.024884093148004847,0.02488409314800466,prepaid,800+,244,48
4.0,231.0,0.0,4.0,4.0,1.0,0.017316017316017316,0.9582307829238222,0.04176921707617792,0.041769217076177756,prepaid,800+,244,48
5.0,226.0,0.0,4.0,4.0,2.0,0.017699115044247787,0.9412709460579138,0.05872905394208628,0.05872905394208616,prepaid,800+,244,48
6.0,220.0,0.0,2.0,2.0,1.0,0.00909090909090909,0.9327139374573874,0.06728606254261277,0.0672860625426126,prepaid,800+,244,48
7.0,217.0,0.0,6.0,6.0,2.0,0.027649769585253458,0.9069246119977361,0.09307538800226403,0.09307538800226389,prepaid,800+,244,48
8.0,209.0,0.0,4.0,4.0,3.0,0.019138755980861243,0.8895672031556742,0.11043279684432597,0.11043279684432583,prepaid,800+,244,48
9.0,202.0,0.0,1.0,1.0,2.0,0.0049504950495049506,0.88516340512025,0.11483659487975009,0.11483659487974995,prepaid,800+,244,48
10.0,199.0,0.0,1.0,1.0,1.0,0.005025125628140704,0.8807153478080879,0.11928465219191216,0.11928465219191209,prepaid,800+,244,48
11.0,197.0,0.0,2.0,2.0,1.0,0.01015228426395939,0.8717740752415083,0.12822592475849173,0.1282259247584917,prepaid,800+,244,48
12.0,194.0,0.0,1.0,1.0,2.0,0.005154639175257732,0.8672803944412943,0.13271960555870568,0.13271960555870566,prepaid,800+,244,48
13.0,191.0,0.0,3.0,3.0,1.0,0.015706806282722512,0.8536581892930017,0.14634181070699825,0.14634181070699825,prepaid,800+,244,48
14.0,187.0,0.0,1.0,1.0,5.0,0.0053475935828877,0.8490931722379589,0.15090682776204103,0.15090682776204112,prepaid,800+,244,48
15.0,181.0,0.0,1.0,1.0,5.0,0.0055248618784530384,0.8444020497394067,0.15559795026059328,0.1555979502605933,prepaid,800+,244,48
16.0,175.0,0.0,2.0,2.0,3.0,0.011428571428571429,0.8347517405995277,0.16524825940047222,0.16524825940047227,prepaid,800+,244,48
17.0,170.0,0.0,1.0,1.0,3.0,0.0058823529411764705,0.82984143624306,0.17015856375694002,0.17015856375694005,prepaid,800+,244,48
18.0,166.0,0.0,3.0,3.0,3.0,0.018072289156626505,0.8148443018531252,0.18515569814687485,0.18515569814687483,prepaid,800+,244,48
19.0,160.0,0.0,1.0,1.0,3.0,0.00625,0.8097515249665431,0.19024847503345688,0.19024847503345688,prepaid,800+,244,48
20.0,156.0,0.0,4.0,4.0,6.0,0.02564102564102564,0.7889886653520164,0.21101133464798363,0.2110113346479836,prepaid,800+,244,48
21.0,146.0,0.0,2.0,2.0,4.0,0.0136986301369863,0.7781806014430847,0.22181939855691538,0.22181939855691535,prepaid,800+,244,48
22.0,140.0,0.0,0.0,0.0,3.0,0.0,0.7781806014430847,0.22181939855691538,0.22181939855691535,prepaid,800+,244,48
23.0,137.0,0.0,0.0,0.0,4.0,0.0,0.7781806014430847,0.22181939855691538,0.22181939855691535,prepaid,800+,244,48
24.0,133.0,0.0,1.0,1.0,2.0,0.007518796992481203,0.7723296194773471,0.22767038052265284,0.22767038052265287,prepaid,800+,244,48
25.0,130.0,0.0,1.0,1.0,0.0,0.007692307692307693,0.7663886224044445,0.2336113775955555,0.2336113775955555,prepaid,800+,244,48
26.0,129.0,0.0,1.0,1.0,1.0,0.007751937984496124,0.7604476253315419,0.23955237466845816,0.23955237466845813,prepaid,800+,244,48
27.0,127.0,0.0,2.0,2.0,2.0,0.015748031496062992,0.7484720721767144,0.2515279278232856,0.2515279278232856,prepaid,800+,244,48
28.0,123.0,0.0,1.0,1.0,5.0,0.008130081300813009,0.7423869333785297,0.25761306662147027,0.2576130666214703,prepaid,800+,244,48
29.0,117.0,0.0,1.0,1.0,4.0,0.008547008547008548,0.7360417459137559,0.263958254086244,0.26395825408624407,prepaid,800+,244,48
30.0,112.0,0.0,1.0,1.0,2.0,0.008928571428571428,0.7294699446109546,0.2705300553890454,0.2705300553890454,prepaid,800+,244,48
31.0,109.0,0.0,1.0,1.0,2.0,0.009174311926605505,0.7227775597980101,0.27722244020198994,0.27722244020198994,prepaid,800+,244,48
32.0,106.0,0.0,2.0,2.0,5.0,0.018867924528301886,0.7091402473489911,0.290859752651009,0.29085975265100894,prepaid,800+,244,48
33.0,99.0,0.0,2.0,2.0,4.0,0.020202020202020204,0.6948141817459811,0.3051858182540189,0.3051858182540189,prepaid,800+,244,48
34.0,93.0,0.0,1.0,1.0,1.0,0.010752688172043012,0.6873430615121533,0.31265693848784665,0.3126569384878467,prepaid,800+,244,48
35.0,91.0,0.0,0.0,0.0,1.0,0.0,0.6873430615121533,0.31265693848784665,0.3126569384878467,prepaid,800+,244,48
36.0,90.0,0.0,1.0,1.0,1.0,0.011111111111111112,0.6797059163842405,0.32029408361575945,0.3202940836157595,prepaid,800+,244,48
37.0,88.0,0.0,0.0,0.0,6.0,0.0,0.6797059163842405,0.32029408361575945,0.3202940836157595,prepaid,800+,244,48
38.0,82.0,0.0,1.0,1.0,5.0,0.012195121951219513,0.6714168198429693,0.3285831801570307,0.3285831801570307,prepaid,800+,244,48
39.0,76.0,0.0,1.0,1.0,4.0,0.013157894736842105,0.6625823880029302,0.33741761199706977,0.33741761199706977,prepaid,800+,244,48
40.0,71.0,0.0,1.0,1.0,1.0,0.014084507042253521,0.6532502416930298,0.3467497583069702,0.3467497583069702,prepaid,800+,244,48
41.0,69.0,0.0,1.0,1.0,1.0,0.014492753623188406,0.6437828468858845,0.35621715311411556,0.3562171531141155,prepaid,800+,244,48
42.0,67.0,0.0,1.0,1.0,4.0,0.014925373134328358,0.6341741476786324,0.36582585232136755,0.36582585232136755,prepaid,800+,244,48
43.0,62.0,0.0,0.0,0.0,2.0,0.0,0.6341741476786324,0.36582585232136755,0.36582585232136755,prepaid,800+,244,48
44.0,60.0,0.0,0.0,0.0,0.0,0.0,0.6341741476786324,0.36582585232136755,0.36582585232136755,prepaid,800+,244,48
45.0,60.0,0.0,1.0,1.0,4.0,0.016666666666666666,0.6236045785506552,0.37639542144934474,0.3763954214493448,prepaid,800+,244,48
46.0,55.0,0.0,1.0,1.0,2.0,0.01818181818181818,0.6122663134860978,0.3877336865139021,0.38773368651390216,prepaid,800+,244,48
47.0,52.0,0.0,1.0,1.0,1.0,0.019230769230769232,0.6004919613036729,0.39950803869632706,0.3995080386963271,prepaid,800+,244,48
48.0,50.0,0.0,1.0,1.0,1.0,0.02,0.5884821220775994,0.4115178779224005,0.4115178779224006,prepaid,800+,244,48
1.0,529.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,prepaid,<620,529,39
2.0,519.0,0.0,3.0,3.0,11.0,0.005780346820809248,0.9942196531791907,0.005780346820809248,0.005780346820809301,prepaid,<620,529,39
3.0,505.0,0.0,1.0,1.0,4.0,0.0019801980198019802,0.992250901390717,0.007749098609282893,0.007749098609282967,prepaid,<620,529,39
4.0,500.0,12.0,1.0,13.0,9.0,0.002,0.9664523779545584,0.009733600412064327,0.009733600412064392,prepaid,<620,529,39
5.0,478.0,19.0,0.0,19.0,6.0,0.0,0.9280369068643144,0.009733600412064327,0.009733600412064392,prepaid,<620,529,39
6.0,453.0,15.0,2.0,17.0,3.0,0.004415011037527594,0.8932099147744836,0.013830893599103243,0.014105637496337864,prepaid,<620,529,39
7.0,433.0,11.0,1.0,12.0,6.0,0.0023094688221709007,0.8684558293765764,0.01589373404892884,0.016382529788494082,prepaid,<620,529,39
8.0,415.0,15.0,2.0,17.0,6.0,0.004819277108433735,0.8328805303418733,0.02007906334712921,0.02112285494613997,prepaid,<620,529,39
9.0,392.0,16.0,0.0,16.0,10.0,0.0,0.7988854066544498,0.02007906334712921,0.02112285494613997,prepaid,<620,529,39
10.0,366.0,22.0,1.0,23.0,5.0,0.00273224043715847,0.7486822253619572,0.022261810359846285,0.023797382664866418,prepaid,<620,529,39
11.0,338.0,17.0,2.0,19.0,1.0,0.005917159763313609,0.7065965381374685,0.02669188269926615,0.0295737295130033,prepaid,<620,529,39
12.0,318.0,14.0,2.0,16.0,1.0,0.006289308176100629,0.6710445110613694,0.031135886083778527,0.035677039390279996,prepaid,<620,529,39
13.0,301.0,6.0,0.0,6.0,5.0,0.0,0.6576682085152956,0.031135886083778527,0.035677039390279996,prepaid,<620,529,39
14.0,290.0,11.0,1.0,12.0,4.0,0.0034482758620689655,0.6304543516112144,0.03340370749245196,0.03900229097858943,prepaid,<620,529,39
15.0,274.0,10.0,1.0,11.0,2.0,0.0036496350364963502,0.6051441404151437,0.035704635783003834,0.042509581887426706,prepaid,<620,529,39
16.0,261.0,9.0,1.0,10.0,6.0,0.0038314176245210726,0.5819585411655214,0.03802319570796607,0.04617812755069328,prepaid,<620,529,39
17.0,245.0,12.0,0.0,12.0,9.0,0.0,0.5534544493533325,0.03802319570796607,0.04617812755069328,prepaid,<620,529,39
18.0,224.0,4.0,0.0,4.0,5.0,0.0,0.5435713341863088,0.03802319570796607,0.04617812755069328,prepaid,<620,529,39
19.0,215.0,5.0,2.0,7.0,4.0,0.009302325581395349,0.525873662840708,0.04307967323528057,0.055050889154872884,prepaid,<620,529,39
20.0,204.0,8.0,0.0,8.0,5.0,0.0,0.5052511662587195,0.04307967323528057,0.055050889154872884,prepaid,<620,529,39
21.0,191.0,12.0,0.0,12.0,2.0,0.0,0.47350763748853814,0.04307967323528057,0.055050889154872884,prepaid,<620,529,39
22.0,177.0,2.0,1.0,3.0,3.0,0.005649717514124294,0.4654820843107663,0.04575485762787118,0.06038958469637068,prepaid,<620,529,39
23.0,171.0,2.0,0.0,2.0,1.0,0.0,0.46003784940654685,0.04575485762787118,0.06038958469637068,prepaid,<620,529,39
24.0,168.0,6.0,1.0,7.0,3.0,0.005952380952380952,0.4408696056812741,0.04849317816005301,0.06598250383508275,prepaid,<620,529,39
25.0,158.0,7.0,0.0,7.0,2.0,0.0,0.42133740796121766,0.04849317816005301,0.06598250383508275,prepaid,<620,529,39
26.0,149.0,8.0,1.0,9.0,4.0,0.006711409395973154,0.39588749741322465,0.0513209459987189,0.07225107763484728,prepaid,<620,529,39
27.0,136.0,3.0,3.0,6.0,3.0,0.022058823529411766,0.3784218725273471,0.06005375844165768,0.09271612739290214,prepaid,<620,529,39
28.0,127.0,6.0,1.0,7.0,2.0,0.007874015748031496,0.3575639740415878,0.06303345822533758,0.09986009489374537,prepaid,<620,529,39
29.0,118.0,4.0,0.0,4.0,2.0,0.0,0.3454431613622119,0.06303345822533758,0.09986009489374537,prepaid,<620,529,39
30.0,112.0,3.0,1.0,4.0,2.0,0.008928571428571428,0.3331059055992758,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
31.0,106.0,7.0,0.0,7.0,5.0,0.0,0.31110834579555,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
32.0,94.0,4.0,0.0,4.0,1.0,0.0,0.2978696927829734,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
33.0,89.0,6.0,0.0,6.0,6.0,0.0,0.27778858989872807,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
34.0,77.0,6.0,0.0,6.0,3.0,0.0,0.25614272575077524,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
35.0,68.0,3.0,0.0,3.0,5.0,0.0,0.2448423113794175,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
36.0,60.0,2.0,0.0,2.0,1.0,0.0,0.23668090100010358,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
37.0,57.0,2.0,0.0,2.0,1.0,0.0,0.2283763079825561,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
38.0,54.0,1.0,0.0,1.0,0.0,0.0,0.22414711709399024,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
39.0,53.0,3.0,0.0,3.0,3.0,0.0,0.21145954442829268,0.06611777216607162,0.10789705833219398,prepaid,<620,529,39
