month,at_risk,events_default,events_prepaid,events_any,censored,cause_hazard,overall_survival,cif,naive_1_minus_km,cause,credit_score_band,n_loans,follow_up_months
25.0,1019.0,1.0,7.0,8.0,19.0,0.0009813542688910696,0.7799488566460271,0.010995214821874981,0.013040447214846984,default,740-799,1930,59
26.0,992.0,1.0,12.0,13.0,23.0,0.0010080645161290322,0.7697277526778836,0.01178145358865525,0.014035366118864245,default,740-799,1930,59
27.0,956.0,0.0,7.0,7.0,13.0,0.0,0.7640916708068113,0.01178145358865525,0.014035366118864245,default,740-799,1930,59
28.0,936.0,0.0,10.0,10.0,27.0,0.0,0.7559282982554565,0.01178145358865525,0.014035366118864245,default,740-799,1930,59
29.0,899.0,2.0,13.0,15.0,16.0,0.002224694104560623,0.7433154790409606,0.013463162817254709,0.016228835827164834,default,740-799,1930,59
30.0,868.0,0.0,8.0,8.0,20.0,0.0,0.736464645132749,0.013463162817254709,0.016228835827164834,default,740-799,1930,59
31.0,840.0,1.0,9.0,10.0,21.0,0.0011904761904761906,0.7276972088811687,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
32.0,809.0,0.0,7.0,7.0,17.0,0.0,0.7214006940948051,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
33.0,785.0,0.0,5.0,5.0,24.0,0.0,0.7168057852152204,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
34.0,756.0,0.0,8.0,8.0,23.0,0.0,0.7092205388108266,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
35.0,725.0,0.0,4.0,4.0,25.0,0.0,0.7053075979070428,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
36.0,696.0,0.0,8.0,8.0,17.0,0.0,0.6972006140230538,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
37.0,671.0,0.0,3.0,3.0,18.0,0.0,0.6940834726786884,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
38.0,650.0,0.0,6.0,6.0,16.0,0.0,0.6876765483155005,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
39.0,628.0,0.0,2.0,2.0,13.0,0.0,0.6854864956138588,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
40.0,613.0,0.0,7.0,7.0,17.0,0.0,0.6776587542283824,0.014339906442412743,0.017399991974989648,default,740-799,1930,59
41.0,589.0,1.0,6.0,7.0,23.0,0.001697792869269949,0.6696050848232913,0.015490430643140048,0.019068243261959106,default,740-799,1930,59
42.0,559.0,0.0,9.0,9.0,20.0,0.0,0.6588243231713957,0.015490430643140048,0.019068243261959106,default,740-799,1930,59
43.0,530.0,0.0,5.0,5.0,26.0,0.0,0.652608999367892,0.015490430643140048,0.019068243261959106,default,740-799,1930,59
44.0,499.0,0.0,10.0,10.0,13.0,0.0,0.6395306627072127,0.015490430643140048,0.019068243261959106,default,740-799,1930,59
45.0,476.0,0.0,4.0,4.0,15.0,0.0,0.6341564554575723,0.015490430643140048,0.019068243261959106,default,740-799,1930,59
46.0,457.0,0.0,6.0,6.0,20.0,0.0,0.6258305501342781,0.015490430643140048,0.019068243261959106,default,740-799,1930,59
47.0,431.0,1.0,2.0,3.0,6.0,0.002320185614849188,0.621474421015014,0.016942473682894754,0.021344187013091376,default,740-799,1930,59
48.0,422.0,0.0,7.0,7.0,18.0,0.0,0.6111656036048124,0.016942473682894754,0.021344187013091376,default,740-799,1930,59
49.0,397.0,0.0,7.0,7.0,16.0,0.0,0.6003893838938963,0.016942473682894754,0.021344187013091376,default,740-799,1930,59
50.0,374.0,0.0,4.0,4.0,16.0,0.0,0.5939681070608065,0.016942473682894754,0.021344187013091376,default,740-799,1930,59
51.0,354.0,0.0,2.0,2.0,23.0,0.0,0.5906123550435138,0.016942473682894754,0.021344187013091376,default,740-799,1930,59
52.0,329.0,1.0,2.0,3.0,17.0,0.00303951367781155,0.585226832049196,0.018737648014334005,0.024318824742534884,default,740-799,1930,59
53.0,309.0,0.0,5.0,5.0,18.0,0.0,0.5757571422102122,0.018737648014334005,0.024318824742534884,default,740-799,1930,59
54.0,286.0,0.0,2.0,2.0,19.0,0.0,0.5717308684884626,0.018737648014334005,0.024318824742534884,default,740-799,1930,59
55.0,265.0,0.0,2.0,2.0,14.0,0.0,0.5674159185376062,0.018737648014334005,0.024318824742534884,default,740-799,1930,59
56.0,249.0,0.0,3.0,3.0,21.0,0.0,0.5605795821696832,0.018737648014334005,0.024318824742534884,default,740-799,1930,59
57.0,225.0,0.0,0.0,0.0,9.0,0.0,0.5605795821696832,0.018737648014334005,0.024318824742534884,default,740-799,1930,59
58.0,216.0,1.0,3.0,4.0,14.0,0.004629629629629629,0.5501984787961706,0.02133292385771217,0.028835867220578737,default,740-799,1930,59
59.0,198.0,0.0,4.0,4.0,194.0,0.0,0.5390833580124096,0.02133292385771217,0.028835867220578737,default,740-799,1930,59
1.0,244.0,0.0,1.0,1.0,1.0,0.0,0.9959016393442623,0.0,0.0,default,800+,244,48
2.0,242.0,0.0,2.0,2.0,4.0,0.0,0.987671047283566,0.0,0.0,default,800+,244,48
3.0,236.0,0.0,3.0,3.0,2.0,0.0,0.9751159068519953,0.0,0.0,default,800+,244,48
4.0,231.0,0.0,4.0,4.0,1.0,0.0,0.9582307829238222,0.0,0.0,default,800+,244,48
5.0,226.0,0.0,4.0,4.0,2.0,0.0,0.9412709460579138,0.0,0.0,default,800+,244,48
6.0,220.0,0.0,2.0,2.0,1.0,0.0,0.9327139374573874,0.0,0.0,default,800+,244,48
7.0,217.0,0.0,6.0,6.0,2.0,0.0,0.9069246119977361,0.0,0.0,default,800+,244,48
8.0,209.0,0.0,4.0,4.0,3.0,0.0,0.8895672031556742,0.0,0.0,default,800+,244,48
9.0,202.0,0.0,1.0,1.0,2.0,0.0,0.88516340512025,0.0,0.0,default,800+,244,48
10.0,199.0,0.0,1.0,1.0,1.0,0.0,0.8807153478080879,0.0,0.0,default,800+,244,48
11.0,197.0,0.0,2.0,2.0,1.0,0.0,0.8717740752415083,0.0,0.0,default,800+,244,48
12.0,194.0,0.0,1.0,1.0,2.0,0.0,0.8672803944412943,0.0,0.0,default,800+,244,48
13.0,191.0,0.0,3.0,3.0,1.0,0.0,0.8536581892930017,0.0,0.0,default,800+,244,48
14.0,187.0,0.0,1.0,1.0,5.0,0.0,0.8490931722379589,0.0,0.0,default,800+,244,48
15.0,181.0,0.0,1.0,1.0,5.0,0.0,0.8444020497394067,0.0,0.0,default,800+,244,48
16.0,175.0,0.0,2.0,2.0,3.0,0.0,0.8347517405995277,0.0,0.0,default,800+,244,48
17.0,170.0,0.0,1.0,1.0,3.0,0.0,0.82984143624306,0.0,0.0,default,800+,244,48
18.0,166.0,0.0,3.0,3.0,3.0,0.0,0.8148443018531252,0.0,0.0,default,800+,244,48
19.0,160.0,0.0,1.0,1.0,3.0,0.0,0.8097515249665431,0.0,0.0,default,800+,244,48
20.0,156.0,0.0,4.0,4.0,6.0,0.0,0.7889886653520164,0.0,0.0,default,800+,244,48
21.0,146.0,0.0,2.0,2.0,4.0,0.0,0.7781806014430847,0.0,0.0,default,800+,244,48
22.0,140.0,0.0,0.0,0.0,3.0,0.0,0.7781806014430847,0.0,0.0,default,800+,244,48
23.0,137.0,0.0,0.0,0.0,4.0,0.0,0.7781806014430847,0.0,0.0,default,800+,244,48
24.0,133.0,0.0,1.0,1.0,2.0,0.0,0.7723296194773471,0.0,0.0,default,800+,244,48
25.0,130.0,0.0,1.0,1.0,0.0,0.0,0.7663886224044445,0.0,0.0,default,800+,244,48
26.0,129.0,0.0,1.0,1.0,1.0,0.0,0.7604476253315419,0.0,0.0,default,800+,244,48
27.0,127.0,0.0,2.0,2.0,2.0,0.0,0.7484720721767144,0.0,0.0,default,800+,244,48
28.0,123.0,0.0,1.0,1.0,5.0,0.0,0.7423869333785297,0.0,0.0,default,800+,244,48
29.0,117.0,0.0,1.0,1.0,4.0,0.0,0.7360417459137559,0.0,0.0,default,800+,244,48
30.0,112.0,0.0,1.0,1.0,2.0,0.0,0.7294699446109546,0.0,0.0,default,800+,244,48
31.0,109.0,0.0,1.0,1.0,2.0,0.0,0.7227775597980101,0.0,0.0,default,800+,244,48
32.0,106.0,0.0,2.0,2.0,5.0,0.0,0.7091402473489911,0.0,0.0,default,800+,244,48
33.0,99.0,0.0,2.0,2.0,4.0,0.0,0.6948141817459811,0.0,0.0,default,800+,244,48
34.0,93.0,0.0,1.0,1.0,1.0,0.0,0.6873430615121533,0.0,0.0,default,800+,244,48
35.0,91.0,0.0,0.0,0.0,1.0,0.0,0.6873430615121533,0.0,0.0,default,800+,244,48
36.0,90.0,0.0,1.0,1.0,1.0,0.0,0.6797059163842405,0.0,0.0,default,800+,244,48
37.0,88.0,0.0,0.0,0.0,6.0,0.0,0.6797059163842405,0.0,0.0,default,800+,244,48
38.0,82.0,0.0,1.0,1.0,5.0,0.0,0.6714168198429693,0.0,0.0,default,800+,244,48
39.0,76.0,0.0,1.0,1.0,4.0,0.0,0.6625823880029302,0.0,0.0,default,800+,244,48
40.0,71.0,0.0,1.0,1.0,1.0,0.0,0.6532502416930298,0.0,0.0,default,800+,244,48
41.0,69.0,0.0,1.0,1.0,1.0,0.0,0.6437828468858845,0.0,0.0,default,800+,244,48
42.0,67.0,0.0,1.0,1.0,4.0,0.0,0.6341741476786324,0.0,0.0,default,800+,244,48
43.0,62.0,0.0,0.0,0.0,2.0,0.0,0.6341741476786324,0.0,0.0,default,800+,244,48
44.0,60.0,0.0,0.0,0.0,0.0,0.0,0.6341741476786324,0.0,0.0,default,800+,244,48
45.0,60.0,0.0,1.0,1.0,4.0,0.0,0.6236045785506552,0.0,0.0,default,800+,244,48
46.0,55.0,0.0,1.0,1.0,2.0,0.0,0.6122663134860978,0.0,0.0,default,800+,244,48
47.0,52.0,0.0,1.0,1.0,1.0,0.0,0.6004919613036729,0.0,0.0,default,800+,244,48
48.0,50.0,0.0,1.0,1.0,1.0,0.0,0.5884821220775994,0.0,0.0,default,800+,244,48
1.0,529.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,default,<620,529,39
2.0,519.0,0.0,3.0,3.0,11.0,0.0,0.9942196531791907,0.0,0.0,default,<620,529,39
3.0,505.0,0.0,1.0,1.0,4.0,0.0,0.992250901390717,0.0,0.0,default,<620,529,39
4.0,500.0,12.0,1.0,13.0,9.0,0.024,0.9664523779545584,0.02381402163337721,0.02400000000000002,default,<620,529,39
5.0,478.0,19.0,0.0,19.0,6.0,0.0397489539748954,0.9280369068643144,0.06222949272362116,0.06279497907949794,default,<620,529,39
6.0,453.0,15.0,2.0,17.0,3.0,0.033112582781456956,0.8932099147744836,0.09295919162641303,0.09382825791792515,default,<620,529,39
7.0,433.0,11.0,1.0,12.0,6.0,0.025404157043879907,0.8684558293765764,0.1156504365744946,0.11684878716250435,default,<620,529,39
8.0,415.0,15.0,2.0,17.0,6.0,0.03614457831325301,0.8328805303418733,0.14704040631099735,0.14876991533735362,default,<620,529,39
9.0,392.0,16.0,0.0,16.0,10.0,0.04081632653061224,0.7988854066544498,0.18103552999842076,0.18351400042562493,default,<620,529,39
10.0,366.0,22.0,1.0,23.0,5.0,0.060109289617486336,0.7486822253619572,0.22905596427819644,0.23259239384266384,default,<620,529,39
11.0,338.0,17.0,2.0,19.0,1.0,0.05029585798816568,0.7065965381374685,0.26671157916326527,0.2711898178209914,default,<620,529,39
12.0,318.0,14.0,2.0,16.0,1.0,0.0440251572327044,0.6710445110613694,0.29781960285485193,0.3032758006842182,default,<620,529,39
13.0,301.0,6.0,0.0,6.0,5.0,0.019933554817275746,0.6576682085152956,0.31119590540092573,0.31716399070380197,default,<620,529,39
14.0,290.0,11.0,1.0,12.0,4.0,0.03793103448275862,0.6304543516112144,0.3361419408963335,0.34306466691848536,default,<620,529,39
15.0,274.0,10.0,1.0,11.0,2.0,0.0364963503649635,0.6051441404151437,0.35915122380185227,0.3670404090017523,default,<620,529,39
16.0,261.0,9.0,1.0,10.0,6.0,0.034482758620689655,0.5819585411655214,0.3800182631265124,0.38886660179479526,default,<620,529,39
17.0,245.0,12.0,0.0,12.0,9.0,0.04897959183673469,0.5534544493533325,0.4085223549387012,0.41879966619668285,default,<620,529,39
18.0,224.0,4.0,0.0,4.0,5.0,0.017857142857142856,0.5435713341863088,0.418405470105725,0.42917824358602785,default,<620,529,39
19.0,215.0,5.0,2.0,7.0,4.0,0.023255813953488372,0.525873662840708,0.43104666392401125,0.44245316815379465,default,<620,529,39
20.0,204.0,8.0,0.0,8.0,5.0,0.0392156862745098,0.5052511662587195,0.4516691605059998,0.4643177497948223,default,<620,529,39
21.0,191.0,12.0,0.0,12.0,2.0,0.06282722513089005,0.47350763748853814,0.48341268927618114,0.4979731791270847,default,<620,529,39
22.0,177.0,2.0,1.0,3.0,3.0,0.011299435028248588,0.4654820843107663,0.4887630580613624,0.5036457985719764,default,<620,529,39
23.0,171.0,2.0,0.0,2.0,1.0,0.011695906432748537,0.46003784940654685,0.49420729296558186,0.5094511108693802,default,<620,529,39
24.0,168.0,6.0,1.0,7.0,3.0,0.03571428571428571,0.4408696056812741,0.5106372161586729,0.5269707140526166,default,<620,529,39
25.0,158.0,7.0,0.0,7.0,2.0,0.04430379746835443,0.42133740796121766,0.5301694138787293,0.5479277077338298,default,<620,529,39
26.0,149.0,8.0,1.0,9.0,4.0,0.053691275167785234,0.39588749741322465,0.5527915565880565,0.5722000455736242,default,<620,529,39
27.0,136.0,3.0,3.0,6.0,3.0,0.022058823529411766,0.3784218725273471,0.5615243690309952,0.581636809274206,default,<620,529,39
28.0,127.0,6.0,1.0,7.0,2.0,0.047244094488188976,0.3575639740415878,0.5794025677330746,0.6014019993872357,default,<620,529,39
29.0,118.0,4.0,0.0,4.0,2.0,0.03389830508474576,0.3454431613622119,0.5915233804124505,0.6149137960181768,default,<620,529,39
30.0,112.0,3.0,1.0,4.0,2.0,0.026785714285714284,0.3331059055992758,0.6007763222346526,0.6252286050534042,default,<620,529,39
31.0,106.0,7.0,0.0,7.0,5.0,0.0660377358490566,0.31110834579555,0.6227738820383784,0.64997765943667,default,<620,529,39
32.0,94.0,4.0,0.0,4.0,1.0,0.0425531914893617,0.2978696927829734,0.6360125350509549,0.6648722271202159,default,<620,529,39
33.0,89.0,6.0,0.0,6.0,6.0,0.06741573033707865,0.27778858989872807,0.6560936379352003,0.6874651106851452,default,<620,529,39
34.0,77.0,6.0,0.0,6.0,3.0,0.07792207792207792,0.25614272575077524,0.6777395020831531,0.7118184786837053,default,<620,529,39
35.0,68.0,3.0,0.0,3.0,5.0,0.04411764705882353,0.2448423113794175,0.6890399164545109,0.7245323693300124,default,<620,529,39
36.0,60.0,2.0,0.0,2.0,1.0,0.03333333333333333,0.23668090100010358,0.6972013268338249,0.7337146236856786,default,<620,529,39
37.0,57.0,2.0,0.0,2.0,1.0,0.03508771929824561,0.2283763079825561,0.7055059198513723,0.7430579702230233,default,<620,529,39
38.0,54.0,1.0,0.0,1.0,0.0,0.018518518518518517,0.22414711709399024,0.7097351107399382,0.7478161559596339,default,<620,529,39
39.0,53.0,3.0,0.0,3.0,3.0,0.05660377358490566,0.21145954442829268,0.7224226834056358,0.762090713169466,default,<620,529,39
