month,at_risk,events_default,events_prepaid,events_any,censored,cause_hazard,overall_survival,cif,naive_1_minus_km,cause,vintage_year,n_loans,follow_up_months
35.0,138.0,0.0,2.0,2.0,73.0,0.0,0.6062890084243182,0.1793271251337626,0.20534915336610182,default,2021,1658,39
36.0,63.0,0.0,0.0,0.0,1.0,0.0,0.6062890084243182,0.1793271251337626,0.20534915336610182,default,2021,1658,39
37.0,62.0,0.0,0.0,0.0,6.0,0.0,0.6062890084243182,0.1793271251337626,0.20534915336610182,default,2021,1658,39
38.0,56.0,0.0,1.0,1.0,4.0,0.0,0.5954624189881697,0.1793271251337626,0.20534915336610182,default,2021,1658,39
39.0,51.0,0.0,0.0,0.0,3.0,0.0,0.5954624189881697,0.1793271251337626,0.20534915336610182,default,2021,1658,39
1.0,1698.0,0.0,14.0,14.0,0.0,0.0,0.9917550058892816,0.0,0.0,default,2022,1698,27
2.0,1684.0,0.0,9.0,9.0,0.0,0.0,0.9864546525323912,0.0,0.0,default,2022,1698,27
3.0,1675.0,0.0,18.0,18.0,0.0,0.0,0.9758539458186102,0.0,0.0,default,2022,1698,27
4.0,1657.0,10.0,9.0,19.0,0.0,0.006035003017501509,0.9646643109540636,0.005889281507656066,0.0060350030175014835,default,2022,1698,27
5.0,1638.0,13.0,17.0,30.0,0.0,0.007936507936507936,0.9469964664310954,0.01354534746760895,0.01392361410466414,default,2022,1698,27
6.0,1608.0,26.0,11.0,37.0,0.0,0.01616915422885572,0.925206124852768,0.02885747938751472,0.029867635269638426,default,2022,1698,27
7.0,1571.0,10.0,13.0,23.0,0.0,0.006365372374283896,0.911660777385159,0.034746760895170786,0.03604288902349184,default,2022,1698,27
8.0,1548.0,18.0,10.0,28.0,0.0,0.011627906976744186,0.8951707891637221,0.045347467608951704,0.0472516926394978,default,2022,1698,27
9.0,1520.0,9.0,9.0,18.0,0.0,0.0059210526315789476,0.8845700824499412,0.050647820965842166,0.052892965512027046,default,2022,1698,27
10.0,1502.0,20.0,13.0,33.0,0.0,0.013315579227696404,0.8651354534746761,0.0624263839811543,0.0655042442668603,default,2022,1698,27
11.0,1469.0,13.0,14.0,27.0,0.0,0.008849557522123894,0.8492343934040048,0.07008244994110718,0.07377411821140134,default,2022,1698,27
12.0,1442.0,9.0,9.0,18.0,99.0,0.0062413314840499305,0.8386336866902239,0.07538280329799764,0.07955500096875046,default,2022,1698,27
13.0,1325.0,13.0,8.0,21.0,93.0,0.009811320754716982,0.8253421339200392,0.08361090739382625,0.08858578209132129,default,2022,1698,27
14.0,1211.0,11.0,11.0,22.0,114.0,0.009083402146985962,0.8103483048975447,0.09110782190507351,0.0968645239550665,default,2022,1698,27
15.0,1075.0,12.0,8.0,20.0,104.0,0.011162790697674419,0.7952720573645672,0.10015357042486006,0.10694603624580068,default,2022,1698,27
16.0,951.0,10.0,8.0,18.0,101.0,0.010515247108307046,0.7802195894018309,0.10851605262638023,0.1163367193557292,default,2022,1698,27
17.0,832.0,11.0,7.0,18.0,121.0,0.013221153846153846,0.7633398386695797,0.11883145585164481,0.12801976753732414,default,2022,1698,27
18.0,693.0,5.0,4.0,9.0,89.0,0.007215007215007215,0.7534263342712735,0.12433895829514827,0.134311111205886,default,2022,1698,27
19.0,595.0,5.0,4.0,9.0,101.0,0.008403361344537815,0.7420299695512038,0.1306702720285203,0.14158580775037433,default,2022,1698,27
20.0,485.0,3.0,3.0,6.0,98.0,0.006185567010309278,0.7328502173505704,0.13526014812883702,0.1468955862591349,default,2022,1698,27
21.0,381.0,0.0,3.0,3.0,98.0,0.0,0.7270797431982038,0.13526014812883702,0.1468955862591349,default,2022,1698,27
22.0,280.0,0.0,3.0,3.0,107.0,0.0,0.7192896030925088,0.13526014812883702,0.1468955862591349,default,2022,1698,27
23.0,170.0,1.0,2.0,3.0,93.0,0.0058823529411764705,0.7065962571555822,0.1394912634411459,0.1519138475164341,default,2022,1698,27
24.0,74.0,0.0,0.0,0.0,7.0,0.0,0.7065962571555822,0.1394912634411459,0.1519138475164341,default,2022,1698,27
25.0,67.0,0.0,0.0,0.0,7.0,0.0,0.7065962571555822,0.1394912634411459,0.1519138475164341,default,2022,1698,27
26.0,60.0,0.0,0.0,0.0,7.0,0.0,0.7065962571555822,0.1394912634411459,0.1519138475164341,default,2022,1698,27
27.0,53.0,0.0,0.0,0.0,8.0,0.0,0.7065962571555822,0.1394912634411459,0.1519138475164341,default,2022,1698,27
1.0,1487.0,0.0,9.0,9.0,123.0,0.0,0.9939475453934096,0.0,0.0,default,2023,1487,18
2.0,1355.0,0.0,12.0,12.0,127.0,0.0,0.9851450579065307,0.0,0.0,default,2023,1487,18
3.0,1216.0,0.0,6.0,6.0,125.0,0.0,0.9802841447918603,0.0,0.0,default,2023,1487,18
4.0,1085.0,5.0,7.0,12.0,124.0,0.004608294930875576,0.9694422924992314,0.004517438455262029,0.004608294930875556,default,2023,1487,18
5.0,949.0,8.0,7.0,15.0,121.0,0.008429926238145416,0.9541191793406556,0.012689765473169141,0.012999373582670115,default,2023,1487,18
6.0,813.0,5.0,7.0,12.0,119.0,0.006150061500615006,0.9400362394241883,0.018557657105030493,0.019069488136282287,default,2023,1487,18
7.0,682.0,11.0,3.0,14.0,118.0,0.016129032258064516,0.9207393078231053,0.03371953193445289,0.03489094800505188,default,2023,1487,18
8.0,550.0,6.0,1.0,7.0,115.0,0.01090909090909091,0.9090208075417203,0.04376396074706858,0.045419410390451276,default,2023,1487,18
9.0,428.0,7.0,2.0,9.0,121.0,0.016355140186915886,0.8899058840186468,0.0586311234872369,0.06103170975322425,default,2023,1487,18
10.0,298.0,3.0,2.0,5.0,99.0,0.010067114093959731,0.8749745772398104,0.06758990755453871,0.07048441066174893,default,2023,1487,18
11.0,194.0,4.0,0.0,4.0,104.0,0.020618556701030927,0.8569338643070308,0.08563062048731832,0.08964968054501188,default,2023,1487,18
12.0,86.0,0.0,0.0,0.0,11.0,0.0,0.8569338643070308,0.08563062048731832,0.08964968054501188,default,2023,1487,18
13.0,75.0,0.0,0.0,0.0,6.0,0.0,0.8569338643070308,0.08563062048731832,0.08964968054501188,default,2023,1487,18
14.0,69.0,0.0,0.0,0.0,4.0,0.0,0.8569338643070308,0.08563062048731832,0.08964968054501188,default,2023,1487,18
15.0,65.0,1.0,0.0,1.0,2.0,0.015384615384615385,0.8437502663946149,0.09881421839973417,0.10365507007508856,default,2023,1487,18
16.0,62.0,0.0,0.0,0.0,7.0,0.0,0.8437502663946149,0.09881421839973417,0.10365507007508856,default,2023,1487,18
17.0,55.0,0.0,0.0,0.0,3.0,0.0,0.8437502663946149,0.09881421839973417,0.10365507007508856,default,2023,1487,18
18.0,52.0,0.0,0.0,0.0,10.0,0.0,0.8437502663946149,0.09881421839973417,0.10365507007508856,default,2023,1487,18
