period,column,psi_vs_first_period,drift_band
2019-10,current_balance,18.6608,MAJOR shift
2019-10,interest_rate,14.6991,MAJOR shift
2019-10,vintage_year,6.8483,MAJOR shift
2019-10,days_past_due,0.4497,MAJOR shift
2019-10,prepayment_flag,0.0572,stable
2019-10,default_flag,0.0751,stable
2019-10,next_3m_delinquency_flag,1.3211,MAJOR shift
2019-10,next_6m_delinquency_flag,0.9631,MAJOR shift
2019-10,next_12m_default_flag,1.1048,MAJOR shift
2019-10,next_12m_prepayment_flag,0.4509,MAJOR shift
2019-10,credit_score,12.0198,MAJOR shift
2019-10,ltv,12.7627,MAJOR shift
2019-10,dti,15.2168,MAJOR shift
2019-10,original_term_months,1.1357,MAJOR shift
2019-11,month_index,11.9529,MAJOR shift
2019-11,loan_age_months,11.9529,MAJOR shift
2019-11,remaining_term_months,11.9386,MAJOR shift
2019-11,original_balance,12.1239,MAJOR shift
2019-11,current_balance,18.6086,MAJOR shift
2019-11,interest_rate,14.8433,MAJOR shift
2019-11,vintage_year,7.2525,MAJOR shift
2019-11,days_past_due,0.4464,MAJOR shift
2019-11,prepayment_flag,0.0553,stable
2019-11,default_flag,0.0417,stable
2019-11,next_3m_delinquency_flag,1.3864,MAJOR shift
2019-11,next_6m_delinquency_flag,1.0153,MAJOR shift
2019-11,next_12m_default_flag,1.1578,MAJOR shift
2019-11,next_12m_prepayment_flag,0.4485,MAJOR shift
2019-11,credit_score,12.0742,MAJOR shift
2019-11,ltv,14.7376,MAJOR shift
2019-11,dti,17.1768,MAJOR shift
2019-11,original_term_months,1.1456,MAJOR shift
2019-12,month_index,12.1255,MAJOR shift
2019-12,loan_age_months,12.1255,MAJOR shift
2019-12,remaining_term_months,12.086,MAJOR shift
2019-12,original_balance,12.135,MAJOR shift
2019-12,current_balance,18.5857,MAJOR shift
2019-12,interest_rate,14.721,MAJOR shift
2019-12,vintage_year,7.6386,MAJOR shift
2019-12,days_past_due,0.4804,MAJOR shift
2019-12,prepayment_flag,0.0533,stable
2019-12,default_flag,0.0533,stable
2019-12,next_3m_delinquency_flag,1.3496,MAJOR shift
2019-12,next_6m_delinquency_flag,1.0427,MAJOR shift
2019-12,next_12m_default_flag,1.1635,MAJOR shift
2019-12,next_12m_prepayment_flag,0.4321,MAJOR shift
2019-12,credit_score,12.104,MAJOR shift
2019-12,ltv,12.7998,MAJOR shift
2019-12,dti,14.9899,MAJOR shift
2019-12,original_term_months,1.1863,MAJOR shift
2020-01,month_index,12.0392,MAJOR shift
2020-01,loan_age_months,12.0392,MAJOR shift
2020-01,remaining_term_months,11.979,MAJOR shift
2020-01,original_balance,12.1272,MAJOR shift
2020-01,current_balance,18.5476,MAJOR shift
2020-01,interest_rate,14.6933,MAJOR shift
2020-01,vintage_year,7.8278,MAJOR shift
2020-01,days_past_due,0.4543,MAJOR shift
2020-01,prepayment_flag,0.0386,stable
2020-01,default_flag,0.0771,stable
2020-01,next_3m_delinquency_flag,1.3706,MAJOR shift
2020-01,next_6m_delinquency_flag,1.0444,MAJOR shift
2020-01,next_12m_default_flag,1.1406,MAJOR shift
2020-01,next_12m_prepayment_flag,0.4122,MAJOR shift
2020-01,credit_score,12.1252,MAJOR shift
2020-01,ltv,12.8176,MAJOR shift
2020-01,dti,14.8569,MAJOR shift
2020-01,original_term_months,1.215,MAJOR shift
2020-02,month_index,12.2613,MAJOR shift
2020-02,loan_age_months,12.2613,MAJOR shift
2020-02,remaining_term_months,12.1814,MAJOR shift
2020-02,original_balance,12.0934,MAJOR shift
2020-02,current_balance,18.5287,MAJOR shift
2020-02,interest_rate,14.663,MAJOR shift
2020-02,vintage_year,8.0633,MAJOR shift
2020-02,days_past_due,0.4588,MAJOR shift
2020-02,prepayment_flag,0.0712,stable
2020-02,default_flag,0.0712,stable
2020-02,next_3m_delinquency_flag,1.441,MAJOR shift
2020-02,next_6m_delinquency_flag,1.0557,MAJOR shift
2020-02,next_12m_default_flag,1.1493,MAJOR shift
2020-02,next_12m_prepayment_flag,0.4255,MAJOR shift
2020-02,credit_score,12.0897,MAJOR shift
2020-02,ltv,12.5942,MAJOR shift
2020-02,dti,14.857,MAJOR shift
2020-02,original_term_months,1.1822,MAJOR shift
2020-03,month_index,12.0872,MAJOR shift
2020-03,loan_age_months,12.0872,MAJOR shift
2020-03,remaining_term_months,11.95,MAJOR shift
2020-03,original_balance,12.1142,MAJOR shift
2020-03,current_balance,18.5003,MAJOR shift
2020-03,interest_rate,14.6426,MAJOR shift
2020-03,vintage_year,8.2738,MAJOR shift
2020-03,days_past_due,0.4685,MAJOR shift
2020-03,prepayment_flag,0.0756,stable
2020-03,default_flag,0.0632,stable
2020-03,next_3m_delinquency_flag,1.462,MAJOR shift
2020-03,next_6m_delinquency_flag,1.0413,MAJOR shift
2020-03,next_12m_default_flag,1.1283,MAJOR shift
2020-03,next_12m_prepayment_flag,0.4367,MAJOR shift
2020-03,credit_score,12.072,MAJOR shift
2020-03,ltv,12.6084,MAJOR shift
2020-03,dti,14.8623,MAJOR shift
2020-03,original_term_months,1.2111,MAJOR shift
2020-04,month_index,12.3783,MAJOR shift
2020-04,loan_age_months,12.3783,MAJOR shift
2020-04,remaining_term_months,12.3107,MAJOR shift
2020-04,original_balance,12.1389,MAJOR shift
2020-04,current_balance,18.468,MAJOR shift
2020-04,interest_rate,14.6297,MAJOR shift
2020-04,vintage_year,8.5056,MAJOR shift
2020-04,days_past_due,0.538,MAJOR shift
2020-04,prepayment_flag,0.0641,stable
2020-04,default_flag,0.0612,stable
2020-04,next_3m_delinquency_flag,1.4695,MAJOR shift
2020-04,next_6m_delinquency_flag,1.095,MAJOR shift
2020-04,next_12m_default_flag,1.1343,MAJOR shift
2020-04,next_12m_prepayment_flag,0.4554,MAJOR shift
2020-04,credit_score,12.0497,MAJOR shift
2020-04,ltv,12.628,MAJOR shift
2020-04,dti,14.7777,MAJOR shift
2020-04,original_term_months,1.1988,MAJOR shift
2020-05,month_index,12.2533,MAJOR shift
2020-05,loan_age_months,12.2533,MAJOR shift
2020-05,remaining_term_months,12.0859,MAJOR shift
2020-05,original_balance,12.0848,MAJOR shift
2020-05,current_balance,18.4357,MAJOR shift
2020-05,interest_rate,14.76,MAJOR shift
2020-05,vintage_year,8.8157,MAJOR shift
2020-05,days_past_due,0.5471,MAJOR shift
2020-05,prepayment_flag,0.0534,stable
2020-05,default_flag,0.0649,stable
2020-05,next_3m_delinquency_flag,1.5008,MAJOR shift
2020-05,next_6m_delinquency_flag,1.0885,MAJOR shift
2020-05,next_12m_default_flag,1.1292,MAJOR shift
2020-05,next_12m_prepayment_flag,0.4481,MAJOR shift
2020-05,credit_score,12.0638,MAJOR shift
2020-05,ltv,12.6464,MAJOR shift
2020-05,dti,14.7823,MAJOR shift
2020-05,original_term_months,1.1987,MAJOR shift
2020-06,month_index,12.0404,MAJOR shift
2020-06,loan_age_months,12.0404,MAJOR shift
2020-06,remaining_term_months,11.8982,MAJOR shift
2020-06,original_balance,12.1731,MAJOR shift
2020-06,current_balance,18.4115,MAJOR shift
2020-06,interest_rate,14.6124,MAJOR shift
2020-06,vintage_year,9.0168,MAJOR shift
2020-06,days_past_due,0.5499,MAJOR shift
2020-06,prepayment_flag,0.0798,stable
2020-06,default_flag,0.0545,stable
2020-06,next_3m_delinquency_flag,1.4948,MAJOR shift
2020-06,next_6m_delinquency_flag,1.1049,MAJOR shift
2020-06,next_12m_default_flag,1.1481,MAJOR shift
2020-06,next_12m_prepayment_flag,0.4662,MAJOR shift
2020-06,credit_score,12.1103,MAJOR shift
2020-06,ltv,12.7962,MAJOR shift
2020-06,dti,14.7849,MAJOR shift
2020-06,original_term_months,1.1758,MAJOR shift
2020-07,month_index,12.1957,MAJOR shift
2020-07,loan_age_months,12.1957,MAJOR shift
2020-07,remaining_term_months,12.1079,MAJOR shift
2020-07,original_balance,12.2197,MAJOR shift
2020-07,current_balance,18.392,MAJOR shift
2020-07,interest_rate,14.6107,MAJOR shift
2020-07,vintage_year,9.246,MAJOR shift
2020-07,days_past_due,0.5311,MAJOR shift
2020-07,prepayment_flag,0.045,stable
2020-07,default_flag,0.1003,moderate shift
2020-07,next_3m_delinquency_flag,1.4087,MAJOR shift
2020-07,next_6m_delinquency_flag,1.0619,MAJOR shift
2020-07,next_12m_default_flag,1.087,MAJOR shift
2020-07,next_12m_prepayment_flag,0.4418,MAJOR shift
2020-07,credit_score,12.0159,MAJOR shift
2020-07,ltv,12.8098,MAJOR shift
2020-07,dti,14.7928,MAJOR shift
2020-07,original_term_months,1.2083,MAJOR shift
2020-08,month_index,12.1089,MAJOR shift
2020-08,loan_age_months,12.1089,MAJOR shift
2020-08,remaining_term_months,12.0161,MAJOR shift
2020-08,original_balance,12.219,MAJOR shift
2020-08,current_balance,18.3817,MAJOR shift
2020-08,interest_rate,14.7474,MAJOR shift
2020-08,vintage_year,9.4675,MAJOR shift
2020-08,days_past_due,0.4968,MAJOR shift
2020-08,prepayment_flag,0.0704,stable
2020-08,default_flag,0.095,stable
2020-08,next_3m_delinquency_flag,1.3916,MAJOR shift
2020-08,next_6m_delinquency_flag,1.0159,MAJOR shift
2020-08,next_12m_default_flag,1.0441,MAJOR shift
2020-08,next_12m_prepayment_flag,0.4452,MAJOR shift
2020-08,credit_score,12.0642,MAJOR shift
2020-08,ltv,12.8228,MAJOR shift
2020-08,dti,14.7994,MAJOR shift
2020-08,original_term_months,1.1794,MAJOR shift
2020-09,month_index,12.3264,MAJOR shift
2020-09,loan_age_months,12.3264,MAJOR shift
2020-09,remaining_term_months,12.112,MAJOR shift
2020-09,original_balance,12.2624,MAJOR shift
2020-09,current_balance,18.3383,MAJOR shift
2020-09,interest_rate,14.7433,MAJOR shift
2020-09,vintage_year,9.6519,MAJOR shift
2020-09,days_past_due,0.5109,MAJOR shift
2020-09,prepayment_flag,0.048,stable
2020-09,default_flag,0.0794,stable
2020-09,next_3m_delinquency_flag,1.3943,MAJOR shift
2020-09,next_6m_delinquency_flag,1.0027,MAJOR shift
2020-09,next_12m_default_flag,1.0069,MAJOR shift
2020-09,next_12m_prepayment_flag,0.4428,MAJOR shift
2020-09,credit_score,12.0078,MAJOR shift
2020-09,ltv,12.8328,MAJOR shift
2020-09,dti,14.8113,MAJOR shift
2020-09,original_term_months,1.1715,MAJOR shift
2020-10,month_index,12.242,MAJOR shift
2020-10,loan_age_months,12.242,MAJOR shift
2020-10,remaining_term_months,12.0873,MAJOR shift
2020-10,original_balance,12.2365,MAJOR shift
2020-10,current_balance,18.3309,MAJOR shift
2020-10,interest_rate,14.7473,MAJOR shift
2020-10,vintage_year,9.849,MAJOR shift
2020-10,days_past_due,0.4651,MAJOR shift
2020-10,prepayment_flag,0.0701,stable
2020-10,default_flag,0.0701,stable
2020-10,next_3m_delinquency_flag,1.3051,MAJOR shift
2020-10,next_6m_delinquency_flag,0.9678,MAJOR shift
2020-10,next_12m_default_flag,0.9591,MAJOR shift
2020-10,next_12m_prepayment_flag,0.4457,MAJOR shift
2020-10,credit_score,12.0707,MAJOR shift
2020-10,ltv,12.8401,MAJOR shift
2020-10,dti,14.8169,MAJOR shift
2020-10,original_term_months,1.1892,MAJOR shift
2020-11,month_index,12.2416,MAJOR shift
2020-11,loan_age_months,12.2416,MAJOR shift
2020-11,remaining_term_months,12.1601,MAJOR shift
2020-11,original_balance,12.1307,MAJOR shift
2020-11,current_balance,18.3039,MAJOR shift
2020-11,interest_rate,14.7497,MAJOR shift
2020-11,vintage_year,10.0349,MAJOR shift
2020-11,days_past_due,0.5052,MAJOR shift
2020-11,prepayment_flag,0.0509,stable
2020-11,default_flag,0.076,stable
2020-11,next_3m_delinquency_flag,1.3208,MAJOR shift
2020-11,next_6m_delinquency_flag,0.9265,MAJOR shift
2020-11,next_12m_default_flag,0.9525,MAJOR shift
2020-11,next_12m_prepayment_flag,0.4413,MAJOR shift
2020-11,credit_score,12.0759,MAJOR shift
2020-11,ltv,12.8546,MAJOR shift
2020-11,dti,14.827,MAJOR shift
2020-11,original_term_months,1.1821,MAJOR shift
2020-12,month_index,12.3109,MAJOR shift
2020-12,loan_age_months,12.3109,MAJOR shift
2020-12,remaining_term_months,12.2046,MAJOR shift
2020-12,original_balance,12.1646,MAJOR shift
2020-12,current_balance,18.2867,MAJOR shift
2020-12,interest_rate,14.759,MAJOR shift
2020-12,vintage_year,10.2414,MAJOR shift
2020-12,days_past_due,0.5004,MAJOR shift
2020-12,prepayment_flag,0.0618,stable
2020-12,default_flag,0.0843,stable
2020-12,next_3m_delinquency_flag,1.268,MAJOR shift
2020-12,next_6m_delinquency_flag,0.8775,MAJOR shift
2020-12,next_12m_default_flag,0.913,MAJOR shift
2020-12,next_12m_prepayment_flag,0.4316,MAJOR shift
2020-12,credit_score,12.0824,MAJOR shift
2020-12,ltv,12.7303,MAJOR shift
2020-12,dti,14.828,MAJOR shift
2020-12,original_term_months,1.1642,MAJOR shift
2021-01,month_index,12.4687,MAJOR shift
2021-01,loan_age_months,12.4687,MAJOR shift
2021-01,remaining_term_months,12.2121,MAJOR shift
2021-01,original_balance,12.1863,MAJOR shift
2021-01,current_balance,18.2685,MAJOR shift
2021-01,interest_rate,14.752,MAJOR shift
2021-01,vintage_year,10.318,MAJOR shift
2021-01,days_past_due,0.426,MAJOR shift
2021-01,prepayment_flag,0.0753,stable
2021-01,default_flag,0.0559,stable
2021-01,next_3m_delinquency_flag,1.2191,MAJOR shift
2021-01,next_6m_delinquency_flag,0.8641,MAJOR shift
2021-01,next_12m_default_flag,0.9469,MAJOR shift
2021-01,next_12m_prepayment_flag,0.4342,MAJOR shift
2021-01,credit_score,12.0706,MAJOR shift
2021-01,ltv,12.8798,MAJOR shift
2021-01,dti,14.8288,MAJOR shift
2021-01,original_term_months,1.1743,MAJOR shift
2021-02,month_index,12.1245,MAJOR shift
2021-02,loan_age_months,12.1245,MAJOR shift
2021-02,remaining_term_months,12.0944,MAJOR shift
2021-02,original_balance,12.0973,MAJOR shift
2021-02,current_balance,18.2423,MAJOR shift
2021-02,interest_rate,14.7542,MAJOR shift
2021-02,vintage_year,10.4234,MAJOR shift
2021-02,days_past_due,0.4695,MAJOR shift
2021-02,prepayment_flag,0.0501,stable
2021-02,default_flag,0.0787,stable
2021-02,next_3m_delinquency_flag,1.1612,MAJOR shift
2021-02,next_6m_delinquency_flag,0.811,MAJOR shift
2021-02,next_12m_default_flag,0.89,MAJOR shift
2021-02,next_12m_prepayment_flag,0.4279,MAJOR shift
2021-02,credit_score,12.0615,MAJOR shift
2021-02,ltv,12.8919,MAJOR shift
2021-02,dti,13.0035,MAJOR shift
2021-02,original_term_months,1.1686,MAJOR shift
2021-03,month_index,12.3138,MAJOR shift
2021-03,loan_age_months,12.3138,MAJOR shift
2021-03,remaining_term_months,12.2367,MAJOR shift
2021-03,original_balance,12.1574,MAJOR shift
2021-03,current_balance,18.2246,MAJOR shift
2021-03,interest_rate,14.7559,MAJOR shift
2021-03,vintage_year,10.5312,MAJOR shift
2021-03,days_past_due,0.4218,MAJOR shift
2021-03,prepayment_flag,0.0605,stable
2021-03,default_flag,0.0582,stable
2021-03,next_3m_delinquency_flag,1.1699,MAJOR shift
2021-03,next_6m_delinquency_flag,0.8407,MAJOR shift
2021-03,next_12m_default_flag,0.8998,MAJOR shift
2021-03,next_12m_prepayment_flag,0.4244,MAJOR shift
2021-03,credit_score,12.0909,MAJOR shift
2021-03,ltv,13.1374,MAJOR shift
2021-03,dti,13.0176,MAJOR shift
2021-03,original_term_months,1.1688,MAJOR shift
2021-04,month_index,12.156,MAJOR shift
2021-04,loan_age_months,12.156,MAJOR shift
2021-04,remaining_term_months,12.1582,MAJOR shift
2021-04,original_balance,12.1531,MAJOR shift
2021-04,current_balance,18.1964,MAJOR shift
2021-04,interest_rate,14.7623,MAJOR shift
2021-04,vintage_year,10.6348,MAJOR shift
2021-04,days_past_due,0.3882,MAJOR shift
2021-04,prepayment_flag,0.0548,stable
2021-04,default_flag,0.0548,stable
2021-04,next_3m_delinquency_flag,1.2101,MAJOR shift
2021-04,next_6m_delinquency_flag,0.862,MAJOR shift
2021-04,next_12m_default_flag,0.9232,MAJOR shift
2021-04,next_12m_prepayment_flag,0.4259,MAJOR shift
2021-04,credit_score,12.1079,MAJOR shift
2021-04,ltv,12.9133,MAJOR shift
2021-04,dti,13.0251,MAJOR shift
2021-04,original_term_months,1.1971,MAJOR shift
2021-05,month_index,12.384,MAJOR shift
2021-05,loan_age_months,12.384,MAJOR shift
2021-05,remaining_term_months,12.2142,MAJOR shift
2021-05,original_balance,12.1758,MAJOR shift
2021-05,current_balance,18.1806,MAJOR shift
2021-05,interest_rate,14.7698,MAJOR shift
2021-05,vintage_year,10.7575,MAJOR shift
2021-05,days_past_due,0.4231,MAJOR shift
2021-05,prepayment_flag,0.0692,stable
2021-05,default_flag,0.0491,stable
2021-05,next_3m_delinquency_flag,1.2855,MAJOR shift
2021-05,next_6m_delinquency_flag,0.8779,MAJOR shift
2021-05,next_12m_default_flag,0.938,MAJOR shift
2021-05,next_12m_prepayment_flag,0.4259,MAJOR shift
2021-05,credit_score,12.0401,MAJOR shift
2021-05,ltv,12.9203,MAJOR shift
2021-05,dti,13.0369,MAJOR shift
2021-05,original_term_months,1.1841,MAJOR shift
2021-06,month_index,12.3183,MAJOR shift
2021-06,loan_age_months,12.3183,MAJOR shift
2021-06,remaining_term_months,12.1753,MAJOR shift
2021-06,original_balance,12.1228,MAJOR shift
2021-06,current_balance,18.1741,MAJOR shift
2021-06,interest_rate,14.7782,MAJOR shift
2021-06,vintage_year,10.8907,MAJOR shift
2021-06,days_past_due,0.4152,MAJOR shift
2021-06,prepayment_flag,0.0634,stable
2021-06,default_flag,0.0768,stable
2021-06,next_3m_delinquency_flag,1.2639,MAJOR shift
2021-06,next_6m_delinquency_flag,0.8365,MAJOR shift
2021-06,next_12m_default_flag,0.8895,MAJOR shift
2021-06,next_12m_prepayment_flag,0.4123,MAJOR shift
2021-06,credit_score,12.0922,MAJOR shift
2021-06,ltv,12.9329,MAJOR shift
2021-06,dti,13.0445,MAJOR shift
2021-06,original_term_months,1.2079,MAJOR shift
2021-07,month_index,12.3054,MAJOR shift
2021-07,loan_age_months,12.3054,MAJOR shift
2021-07,remaining_term_months,12.1448,MAJOR shift
2021-07,original_balance,12.1093,MAJOR shift
2021-07,current_balance,18.1558,MAJOR shift
2021-07,interest_rate,14.7881,MAJOR shift
2021-07,vintage_year,10.9834,MAJOR shift
2021-07,days_past_due,0.4308,MAJOR shift
2021-07,prepayment_flag,0.0847,stable
2021-07,default_flag,0.0454,stable
2021-07,next_3m_delinquency_flag,1.282,MAJOR shift
2021-07,next_6m_delinquency_flag,0.8558,MAJOR shift
2021-07,next_12m_default_flag,0.9106,MAJOR shift
2021-07,next_12m_prepayment_flag,0.4238,MAJOR shift
2021-07,credit_score,12.1072,MAJOR shift
2021-07,ltv,12.9404,MAJOR shift
2021-07,dti,13.0519,MAJOR shift
2021-07,original_term_months,1.21,MAJOR shift
2021-08,month_index,12.4306,MAJOR shift
2021-08,loan_age_months,12.4306,MAJOR shift
2021-08,remaining_term_months,12.2688,MAJOR shift
2021-08,original_balance,12.1112,MAJOR shift
2021-08,current_balance,18.1294,MAJOR shift
2021-08,interest_rate,14.795,MAJOR shift
2021-08,vintage_year,11.1243,MAJOR shift
2021-08,days_past_due,0.4692,MAJOR shift
2021-08,prepayment_flag,0.057,stable
2021-08,default_flag,0.057,stable
2021-08,next_3m_delinquency_flag,1.1919,MAJOR shift
2021-08,next_6m_delinquency_flag,0.8705,MAJOR shift
2021-08,next_12m_default_flag,0.8844,MAJOR shift
2021-08,next_12m_prepayment_flag,0.4143,MAJOR shift
2021-08,credit_score,12.0982,MAJOR shift
2021-08,ltv,12.7258,MAJOR shift
2021-08,dti,13.0607,MAJOR shift
2021-08,original_term_months,1.2053,MAJOR shift
2021-09,month_index,12.3029,MAJOR shift
2021-09,loan_age_months,12.3029,MAJOR shift
2021-09,remaining_term_months,12.2595,MAJOR shift
2021-09,original_balance,12.1264,MAJOR shift
2021-09,current_balance,18.1205,MAJOR shift
2021-09,interest_rate,14.801,MAJOR shift
2021-09,vintage_year,11.2413,MAJOR shift
2021-09,days_past_due,0.4451,MAJOR shift
2021-09,prepayment_flag,0.0794,stable
2021-09,default_flag,0.0458,stable
2021-09,next_3m_delinquency_flag,1.2219,MAJOR shift
2021-09,next_6m_delinquency_flag,0.8936,MAJOR shift
2021-09,next_12m_default_flag,0.8887,MAJOR shift
2021-09,next_12m_prepayment_flag,0.4194,MAJOR shift
2021-09,credit_score,12.1179,MAJOR shift
2021-09,ltv,12.7343,MAJOR shift
2021-09,dti,12.8342,MAJOR shift
2021-09,original_term_months,1.2031,MAJOR shift
2021-10,month_index,12.4233,MAJOR shift
2021-10,loan_age_months,12.4233,MAJOR shift
2021-10,remaining_term_months,12.3433,MAJOR shift
2021-10,original_balance,12.1672,MAJOR shift
2021-10,current_balance,18.11,MAJOR shift
2021-10,interest_rate,14.8095,MAJOR shift
2021-10,vintage_year,11.3396,MAJOR shift
2021-10,days_past_due,0.4007,MAJOR shift
2021-10,prepayment_flag,0.0823,stable
2021-10,default_flag,0.0551,stable
2021-10,next_3m_delinquency_flag,1.2336,MAJOR shift
2021-10,next_6m_delinquency_flag,0.8951,MAJOR shift
2021-10,next_12m_default_flag,0.8887,MAJOR shift
2021-10,next_12m_prepayment_flag,0.4271,MAJOR shift
2021-10,credit_score,12.0985,MAJOR shift
2021-10,ltv,12.7468,MAJOR shift
2021-10,dti,12.8513,MAJOR shift
2021-10,original_term_months,1.1932,MAJOR shift
2021-11,month_index,12.4299,MAJOR shift
2021-11,loan_age_months,12.4299,MAJOR shift
2021-11,remaining_term_months,12.2842,MAJOR shift
2021-11,original_balance,12.1871,MAJOR shift
2021-11,current_balance,18.0926,MAJOR shift
2021-11,interest_rate,14.8196,MAJOR shift
2021-11,vintage_year,11.4072,MAJOR shift
2021-11,days_past_due,0.4261,MAJOR shift
2021-11,prepayment_flag,0.0606,stable
2021-11,default_flag,0.0647,stable
2021-11,next_3m_delinquency_flag,1.2098,MAJOR shift
2021-11,next_6m_delinquency_flag,0.8952,MAJOR shift
2021-11,next_12m_default_flag,0.8907,MAJOR shift
2021-11,next_12m_prepayment_flag,0.4287,MAJOR shift
2021-11,credit_score,12.112,MAJOR shift
2021-11,ltv,12.7427,MAJOR shift
2021-11,dti,12.8501,MAJOR shift
2021-11,original_term_months,1.2112,MAJOR shift
2021-12,month_index,12.5222,MAJOR shift
2021-12,loan_age_months,12.5222,MAJOR shift
2021-12,remaining_term_months,12.3521,MAJOR shift
2021-12,original_balance,12.2617,MAJOR shift
2021-12,current_balance,18.077,MAJOR shift
2021-12,interest_rate,14.8287,MAJOR shift
2021-12,vintage_year,11.5246,MAJOR shift
2021-12,days_past_due,0.4488,MAJOR shift
2021-12,prepayment_flag,0.0655,stable
2021-12,default_flag,0.0575,stable
2021-12,next_3m_delinquency_flag,1.2108,MAJOR shift
2021-12,next_6m_delinquency_flag,0.8943,MAJOR shift
2021-12,next_12m_default_flag,0.8845,MAJOR shift
2021-12,next_12m_prepayment_flag,0.4254,MAJOR shift
2021-12,credit_score,12.1028,MAJOR shift
2021-12,ltv,12.7511,MAJOR shift
2021-12,dti,12.8673,MAJOR shift
2021-12,original_term_months,1.1863,MAJOR shift
2022-01,month_index,12.3877,MAJOR shift
2022-01,loan_age_months,12.3877,MAJOR shift
2022-01,remaining_term_months,12.179,MAJOR shift
2022-01,original_balance,12.257,MAJOR shift
2022-01,current_balance,18.0662,MAJOR shift
2022-01,interest_rate,14.7906,MAJOR shift
2022-01,vintage_year,11.5238,MAJOR shift
2022-01,days_past_due,0.4374,MAJOR shift
2022-01,prepayment_flag,0.0623,stable
2022-01,default_flag,0.0703,stable
2022-01,next_3m_delinquency_flag,1.2286,MAJOR shift
2022-01,next_6m_delinquency_flag,0.8363,MAJOR shift
2022-01,next_12m_default_flag,0.8661,MAJOR shift
2022-01,next_12m_prepayment_flag,0.4118,MAJOR shift
2022-01,credit_score,12.1057,MAJOR shift
2022-01,ltv,12.7668,MAJOR shift
2022-01,dti,12.6423,MAJOR shift
2022-01,original_term_months,1.168,MAJOR shift
2022-02,month_index,12.3478,MAJOR shift
2022-02,loan_age_months,12.3478,MAJOR shift
2022-02,remaining_term_months,12.1423,MAJOR shift
2022-02,original_balance,12.2494,MAJOR shift
2022-02,current_balance,18.0473,MAJOR shift
2022-02,interest_rate,14.9006,MAJOR shift
2022-02,vintage_year,11.6057,MAJOR shift
2022-02,days_past_due,0.4363,MAJOR shift
2022-02,prepayment_flag,0.0774,stable
2022-02,default_flag,0.0461,stable
2022-02,next_3m_delinquency_flag,1.2771,MAJOR shift
2022-02,next_6m_delinquency_flag,0.8854,MAJOR shift
2022-02,next_12m_default_flag,0.893,MAJOR shift
2022-02,next_12m_prepayment_flag,0.4222,MAJOR shift
2022-02,credit_score,12.1601,MAJOR shift
2022-02,ltv,13.007,MAJOR shift
2022-02,dti,12.7438,MAJOR shift
2022-02,original_term_months,1.1628,MAJOR shift
2022-03,month_index,12.213,MAJOR shift
2022-03,loan_age_months,12.213,MAJOR shift
2022-03,remaining_term_months,12.0758,MAJOR shift
2022-03,original_balance,12.2239,MAJOR shift
2022-03,current_balance,18.0361,MAJOR shift
2022-03,interest_rate,14.8734,MAJOR shift
2022-03,vintage_year,11.656,MAJOR shift
2022-03,days_past_due,0.4035,MAJOR shift
2022-03,prepayment_flag,0.0721,stable
2022-03,default_flag,0.0567,stable
2022-03,next_3m_delinquency_flag,1.2643,MAJOR shift
2022-03,next_6m_delinquency_flag,0.9079,MAJOR shift
2022-03,next_12m_default_flag,0.94,MAJOR shift
2022-03,next_12m_prepayment_flag,0.4277,MAJOR shift
2022-03,credit_score,12.1235,MAJOR shift
2022-03,ltv,12.7825,MAJOR shift
2022-03,dti,12.7552,MAJOR shift
2022-03,original_term_months,1.1683,MAJOR shift
2022-04,month_index,12.358,MAJOR shift
2022-04,loan_age_months,12.358,MAJOR shift
2022-04,remaining_term_months,12.0338,MAJOR shift
2022-04,original_balance,12.2327,MAJOR shift
2022-04,current_balance,18.0194,MAJOR shift
2022-04,interest_rate,15.0823,MAJOR shift
2022-04,vintage_year,11.7166,MAJOR shift
2022-04,days_past_due,0.4501,MAJOR shift
2022-04,prepayment_flag,0.0577,stable
2022-04,default_flag,0.0673,stable
2022-04,next_3m_delinquency_flag,1.301,MAJOR shift
2022-04,next_6m_delinquency_flag,0.9173,MAJOR shift
2022-04,next_12m_default_flag,0.9508,MAJOR shift
2022-04,next_12m_prepayment_flag,0.4165,MAJOR shift
2022-04,credit_score,12.1112,MAJOR shift
2022-04,ltv,13.017,MAJOR shift
2022-04,dti,12.8659,MAJOR shift
2022-04,original_term_months,1.1797,MAJOR shift
2022-05,month_index,12.2998,MAJOR shift
2022-05,loan_age_months,12.2998,MAJOR shift
2022-05,remaining_term_months,12.1145,MAJOR shift
2022-05,original_balance,12.2074,MAJOR shift
2022-05,current_balance,18.0124,MAJOR shift
2022-05,interest_rate,15.0634,MAJOR shift
2022-05,vintage_year,11.756,MAJOR shift
2022-05,days_past_due,0.439,MAJOR shift
2022-05,prepayment_flag,0.0663,stable
2022-05,default_flag,0.0701,stable
2022-05,next_3m_delinquency_flag,1.2407,MAJOR shift
2022-05,next_6m_delinquency_flag,0.9013,MAJOR shift
2022-05,next_12m_default_flag,0.963,MAJOR shift
2022-05,next_12m_prepayment_flag,0.4098,MAJOR shift
2022-05,credit_score,12.1047,MAJOR shift
2022-05,ltv,13.0315,MAJOR shift
2022-05,dti,12.8706,MAJOR shift
2022-05,original_term_months,1.1768,MAJOR shift
2022-06,month_index,12.4133,MAJOR shift
