loan_id,reporting_month,current_balance,current_status,days_past_due,servicer_name,last_updated_at,source_system
3LG2376HXHGG,2022-04-01,300694.05,Current,0,Atlas Mortgage Services,2022-04-16,SubServicerRemittance
6TFAPSFQXNU9,2020-09-01,786631.29,Current,0,Meridian Residential Capital,2020-09-16,SubServicerRemittance
41HDVVDULU9X,2022-12-01,523428.32,Current,0,Beacon Home Loans,2022-12-22,SubServicerRemittance
LWI9T1ONWD9P,2023-06-01,301349.5,Current,0,Atlas Mortgage Services,2023-06-20,SubServicerRemittance
2YKYHGDO37V6,2022-09-01,388349.01,Current,0,Cornerstone Loan Servicing,2023-08-04,SubServicerRemittance
SNPCPQGTUKJN,2023-09-01,282625.18,Current,0,Meridian Residential Capital,2023-09-05,SubServicerRemittance
KRIV295NIL7P,2020-12-01,419121.28,Current,0,Cornerstone Loan Servicing,2020-12-19,SubServicerRemittance
W3A8BX95CUP1,2023-02-01,365199.53,Current,0,Atlas Mortgage Services,2023-02-11,SubServicerRemittance
OW7WOPHAW9OP,2019-02-01,604106.4,Current,0,Atlas Mortgage Services,2019-02-25,SubServicerRemittance
B9EWQKTVODV7,2022-11-01,215871.47,Current,0,Beacon Home Loans,2022-11-21,SubServicerRemittance
4HOIG6VKDVKN,2021-07-01,282378.82,Current,0,Cornerstone Loan Servicing,2021-07-04,SubServicerRemittance
1X1W6GC62ULY,2023-10-01,311499.59,Current,0,Northgate Financial Servicing,2023-10-17,SubServicerRemittance
FWJ7CPRA7VM7,2022-03-01,610526.44,Current,0,Atlas Mortgage Services,2022-03-20,SubServicerRemittance
A58H9K5E538V,2023-05-01,505975.82,30-DPD,0,Meridian Residential Capital,2023-11-16,SubServicerRemittance
SFWMXSYMVUSZ,2021-11-01,339663.91,Current,0,Meridian Residential Capital,2021-11-20,SubServicerRemittance
E10ZXXNHY5G3,2024-10-01,294573.93,30-DPD,0,Beacon Home Loans,2025-07-30,SubServicerRemittance
C7VSTAXOKGEF,2022-11-01,600556.79,Current,0,Beacon Home Loans,2022-11-16,SubServicerRemittance
13OUQIJB3HCH,2022-04-01,361997.05,Current,0,Beacon Home Loans,2022-10-10,SubServicerRemittance
ZCZ2OLVTMZYI,2020-01-01,251815.67,Current,0,Meridian Residential Capital,2020-01-10,SubServicerRemittance
VK7B4QR463TT,2020-06-01,310811.23,90-DPD,101,Northgate Financial Servicing,2020-06-18,SubServicerRemittance
JF2RTDEGKUQ9,2021-02-01,385000.0,Current,0,Meridian Residential Capital,2021-02-02,SubServicerRemittance
GP83L6NBW14Y,2025-04-01,236408.85,60-DPD,0,Meridian Residential Capital,2025-04-10,SubServicerRemittance
U91PO2KAH0X2,2019-03-01,279850.37,Current,0,Meridian Residential Capital,2019-03-15,SubServicerRemittance
LA6A74ER53YV,2025-02-01,600459.09,Current,0,Beacon Home Loans,2025-10-25,SubServicerRemittance
86MQAMBGHM9U,2025-02-01,400996.05,Current,0,Atlas Mortgage Services,2025-09-10,SubServicerRemittance
1ZTO4VT7VFEH,2022-02-01,328491.68,Current,0,Northgate Financial Servicing,2022-02-19,SubServicerRemittance
D2I7PTD3ZOWR,2024-01-01,355341.07,Current,0,Meridian Residential Capital,2024-01-15,SubServicerRemittance
BLMB5POL54Z5,2024-09-01,299502.69,30-DPD,38,Cornerstone Loan Servicing,2025-07-21,SubServicerRemittance
FZZF8V4ZICUX,2023-01-01,325273.17,Current,0,Atlas Mortgage Services,2023-01-25,SubServicerRemittance
JJBO45S2UT4G,2025-02-01,258753.46,Current,0,Cornerstone Loan Servicing,2025-02-07,SubServicerRemittance
PO491Y8VZOIZ,2021-10-01,0.0,Prepaid,0,Northgate Financial Servicing,2021-10-20,SubServicerRemittance
ME4O5DLLVJJZ,2021-05-01,260879.74,30-DPD,0,Atlas Mortgage Services,2021-05-05,SubServicerRemittance
7QIQN6H19HCE,2021-01-01,199704.68,90-DPD,99,Atlas Mortgage Services,2021-05-07,SubServicerRemittance
FBE8WZECDB6N,2023-06-01,433667.62,Current,0,Beacon Home Loans,2023-06-10,SubServicerRemittance
GIH1FP2Y74AA,2023-05-01,279676.92,Current,0,Beacon Home Loans,2023-05-24,SubServicerRemittance
1XNW3WSTCEGO,2022-08-01,189832.73,Current,0,Cornerstone Loan Servicing,2022-08-03,SubServicerRemittance
N1QSJZ4AV1R7,2022-12-01,165098.47,Current,0,Atlas Mortgage Services,2022-12-23,SubServicerRemittance
NL3SV4ZDPGRO,2018-12-01,236135.16,Current,0,Atlas Mortgage Services,2019-05-24,SubServicerRemittance
9NQV9HMC9NLH,2021-08-01,315519.31,Current,0,Beacon Home Loans,2021-08-20,SubServicerRemittance
BYPTPPGOD7SX,2021-07-01,184592.58,Current,0,Atlas Mortgage Services,2022-03-15,SubServicerRemittance
65TOBGM15GL6,2022-04-01,279051.69,Current,0,Cornerstone Loan Servicing,2022-04-08,SubServicerRemittance
FH244HCXE0W7,2020-02-01,287042.72,Current,0,Meridian Residential Capital,2020-02-19,SubServicerRemittance
YEBHFVAP99RA,2024-02-01,517773.05,Current,0,Cornerstone Loan Servicing,2024-02-23,SubServicerRemittance
SZ32SKMNMD6F,2023-07-01,205991.79,Current,0,Cornerstone Loan Servicing,2023-07-04,SubServicerRemittance
QXQWSWBM8SN5,2021-07-01,354794.23,Current,0,Beacon Home Loans,2021-07-12,SubServicerRemittance
8UFS3BP932TH,2022-03-01,176668.84,60-DPD,0,Northgate Financial Servicing,2022-03-07,SubServicerRemittance
4C9154283N21,2023-12-01,452279.47,Current,0,Atlas Mortgage Services,2023-12-06,SubServicerRemittance
I1R1OUJPKCA0,2018-06-01,293000.0,Current,0,Cornerstone Loan Servicing,2018-06-07,SubServicerRemittance
KYNDX2W0IM4U,2020-04-01,0.0,Prepaid,0,Meridian Residential Capital,2020-09-16,SubServicerRemittance
MMQ8JGIGRIAO,2023-08-01,414317.12,Current,0,Northgate Financial Servicing,2023-08-21,SubServicerRemittance
BW6M603YKZLJ,2024-08-01,176183.89,Current,0,Atlas Mortgage Services,2025-05-03,SubServicerRemittance
05T0Q4Q2TOSM,2021-11-01,339254.45,30-DPD,53,Meridian Residential Capital,2021-11-24,SubServicerRemittance
Q7BV236YIZ0H,2020-07-01,410583.72,Current,0,Atlas Mortgage Services,2021-01-30,SubServicerRemittance
LYZ6S5NOHTVN,2023-11-01,431669.64,Current,0,Meridian Residential Capital,2023-11-19,SubServicerRemittance
6QEQH5CALJ9H,2021-11-01,361545.52,Current,0,Northgate Financial Servicing,2021-11-13,SubServicerRemittance
298KNN47FKP8,2023-02-01,275702.15,Current,0,Meridian Residential Capital,2023-02-09,SubServicerRemittance
47DXSJ0GQHJ5,2019-05-01,377377.92,Current,0,Northgate Financial Servicing,2019-05-09,SubServicerRemittance
GD7V01E7YIM3,2023-02-01,287037.22,Current,0,Atlas Mortgage Services,2023-02-08,SubServicerRemittance
GSW9M1CVYUFX,2020-12-01,214625.49,Current,0,Atlas Mortgage Services,2020-12-04,SubServicerRemittance
B1P364NAYTEB,2020-06-01,243295.39,Current,0,Northgate Financial Servicing,2021-04-30,SubServicerRemittance
VB2MRN67SQJ8,2021-07-01,280165.12,Current,0,Northgate Financial Servicing,2022-01-08,SubServicerRemittance
GH6BUSGKLWE6,2020-07-01,359516.37,Current,0,Cornerstone Loan Servicing,2020-07-11,SubServicerRemittance
F51JXEOJ36ZM,2021-04-01,275778.67,Current,0,Atlas Mortgage Services,2021-04-06,SubServicerRemittance
SQD6UA8YPCSF,2022-04-01,459138.75,Current,0,Beacon Home Loans,2022-04-13,SubServicerRemittance
9OKS8DQTR32O,2022-09-01,229738.88,Current,0,Atlas Mortgage Services,2022-09-02,SubServicerRemittance
936LMDSKQWSU,2023-12-01,245521.02,Current,0,Cornerstone Loan Servicing,2023-12-22,SubServicerRemittance
861J5YKCXLHQ,2024-04-01,306637.01,Current,0,Meridian Residential Capital,2024-04-02,SubServicerRemittance
TUFMXUUJQLFF,2021-11-01,181112.6,Current,0,Meridian Residential Capital,2021-11-25,SubServicerRemittance
ZXEVI3S2OLF0,2022-03-01,373615.7,Current,0,Meridian Residential Capital,2022-03-09,SubServicerRemittance
JINOIWY7BEGP,2023-07-01,298802.64,Current,0,Beacon Home Loans,2023-07-05,SubServicerRemittance
BIKHTTIDYWFV,2023-07-01,381891.76,Current,0,Atlas Mortgage Services,2023-07-19,SubServicerRemittance
7W1Q4KOKXKLU,2023-11-01,255422.52,Current,0,Atlas Mortgage Services,2023-11-25,SubServicerRemittance
9J3HI60J3S20,2024-05-01,316258.33,Current,0,Cornerstone Loan Servicing,2024-05-05,SubServicerRemittance
OL4G1ID13H8A,2021-01-01,334130.93,Current,0,Northgate Financial Servicing,2021-01-05,SubServicerRemittance
499A212YZEUL,2020-11-01,209060.56,Current,0,Atlas Mortgage Services,2020-11-17,SubServicerRemittance
LHPXFCK31GLR,2020-05-01,501603.57,Current,0,Northgate Financial Servicing,2020-05-23,SubServicerRemittance
JSGPGQUJZMKS,2021-09-01,234407.76,Current,0,Meridian Residential Capital,2021-09-12,SubServicerRemittance
A39GMRT378HB,2021-09-01,435241.43,Current,0,Northgate Financial Servicing,2021-09-03,SubServicerRemittance
JAA3JGM7L33B,2024-03-01,183300.76,Current,0,Cornerstone Loan Servicing,2024-03-13,SubServicerRemittance
Q3ECGO272BPJ,2022-10-01,350554.09,Current,0,Northgate Financial Servicing,2022-10-02,SubServicerRemittance
MSO75CIZR9MR,2025-02-01,338212.47,Current,0,Meridian Residential Capital,2025-02-10,SubServicerRemittance
LUL2OTNT8SFZ,2024-01-01,626455.68,Current,0,Meridian Residential Capital,2024-10-26,SubServicerRemittance
SJLEECWNA0BN,2021-09-01,377393.23,Current,0,Meridian Residential Capital,2021-09-02,SubServicerRemittance
Q533FSW5MYKT,2020-09-01,859135.56,Current,0,Meridian Residential Capital,2020-09-14,SubServicerRemittance
AZIKMI552CPV,2022-04-01,324556.06,Current,0,Northgate Financial Servicing,2022-04-13,SubServicerRemittance
91HNIMO22B3W,2024-02-01,248661.0,Current,0,Cornerstone Loan Servicing,2024-08-15,SubServicerRemittance
2SNMPSW4A12O,2022-07-01,0.0,Prepaid,0,Beacon Home Loans,2022-07-08,SubServicerRemittance
TF9W4SLEMTX6,2020-11-01,327241.39,Current,0,Beacon Home Loans,2020-11-08,SubServicerRemittance
NM1UXIS0S1RK,2019-11-01,215463.61,Current,0,Beacon Home Loans,2020-11-07,SubServicerRemittance
KX2NYYUEMPPZ,2024-06-01,347656.09,Current,0,Northgate Financial Servicing,2024-06-08,SubServicerRemittance
4G5THS5NYM3O,2021-07-01,281233.1,Current,0,Meridian Residential Capital,2021-07-07,SubServicerRemittance
S1S4W04N3UYB,2022-06-01,455202.46,Current,0,Northgate Financial Servicing,2022-06-24,SubServicerRemittance
EFFTY27WFFT7,2022-10-01,300969.56,Current,0,Atlas Mortgage Services,2023-08-19,SubServicerRemittance
M5GEGN75KX9C,2023-11-01,377628.34,Current,0,Meridian Residential Capital,2023-11-04,SubServicerRemittance
BAB3NNKTE89Y,2022-04-01,302185.05,Current,0,Beacon Home Loans,2022-04-18,SubServicerRemittance
L64LCZ4UIWI8,2025-02-01,402881.63,30-DPD,30,Meridian Residential Capital,2025-02-10,SubServicerRemittance
67OYF0LTS4I6,2024-04-01,285176.19,Current,0,Beacon Home Loans,2024-04-19,SubServicerRemittance
P535HUE6JPRT,2021-05-01,259301.99,Current,0,Beacon Home Loans,2021-05-18,SubServicerRemittance
1D5LXCHPGA66,2021-11-01,312058.74,Current,0,Beacon Home Loans,2021-11-11,SubServicerRemittance
LCEHQ8GABIP9,2023-02-01,363012.55,Current,0,Northgate Financial Servicing,2023-02-11,SubServicerRemittance
QDBDR9V964SJ,2025-01-01,274542.94,Current,0,Northgate Financial Servicing,2025-12-20,SubServicerRemittance
6DZ87QCLJTK1,2022-05-01,194086.9,Current,0,Atlas Mortgage Services,2022-05-09,SubServicerRemittance
RWGCJC6L2BT6,2019-02-01,209037.6,Current,0,Atlas Mortgage Services,2019-02-16,SubServicerRemittance
5DHRLKYJ9UGE,2025-05-01,324913.67,Current,0,Northgate Financial Servicing,2025-09-23,SubServicerRemittance
F0CIVN6PC9O0,2019-09-01,0.0,Prepaid,0,Beacon Home Loans,2019-09-10,SubServicerRemittance
WZG3V8M3T4ZD,2019-01-01,450846.66,Current,0,Atlas Mortgage Services,2019-01-20,SubServicerRemittance
4CM9IERFMKYT,2021-12-01,206435.75,Current,0,Northgate Financial Servicing,2021-12-06,SubServicerRemittance
FX3DO4SJYNH4,2021-12-01,323218.43,Current,0,Northgate Financial Servicing,2021-12-18,SubServicerRemittance
NAXI02HG2HND,2024-06-01,191496.19,30-DPD,0,Atlas Mortgage Services,2024-06-04,SubServicerRemittance
TARGMY8LUPKI,2023-04-01,271111.72,90-DPD,116,Atlas Mortgage Services,2023-04-22,SubServicerRemittance
86B2190LNXLQ,2022-12-01,282258.09,Current,0,Cornerstone Loan Servicing,2022-12-12,SubServicerRemittance
8B61LY7QJ1KF,2022-07-01,295141.09,Current,0,Meridian Residential Capital,2022-07-23,SubServicerRemittance
8ZSTPUQYI490,2019-06-01,208792.5,Current,0,Cornerstone Loan Servicing,2019-06-21,SubServicerRemittance
18E0E4YKIX7F,2020-12-01,330269.15,30-DPD,55,Northgate Financial Servicing,2020-12-17,SubServicerRemittance
DHZV0EG3Y3ZI,2020-12-01,319043.02,Current,0,Meridian Residential Capital,2020-12-10,SubServicerRemittance
PFSEHBTKHOUC,2021-09-01,451424.75,30-DPD,43,Atlas Mortgage Services,2021-09-24,SubServicerRemittance
BJZHJJ6QKU09,2023-11-01,276623.57,Current,0,Meridian Residential Capital,2023-11-19,SubServicerRemittance
U0RCSJ8PAVTA,2022-01-01,366327.55,Current,0,Atlas Mortgage Services,2022-01-22,SubServicerRemittance
7MMDDYNY7K02,2020-04-01,323048.93,Current,0,Meridian Residential Capital,2020-12-10,SubServicerRemittance
GD1ZX42ASWMW,2025-01-01,174122.31,Current,0,Beacon Home Loans,2025-01-21,SubServicerRemittance
LC5CRE6GNOVR,2021-06-01,347792.95,Current,0,Meridian Residential Capital,2021-06-20,SubServicerRemittance
EQEX1L1E2ZO4,2023-01-01,421482.02,Current,0,Beacon Home Loans,2023-11-07,SubServicerRemittance
5W5URJXWERFJ,2023-01-01,127402.24,Current,0,Beacon Home Loans,2023-01-11,SubServicerRemittance
TMOBF8QCSRNN,2024-08-01,217225.66,30-DPD,0,Cornerstone Loan Servicing,2024-08-02,SubServicerRemittance
XS4NAH5UMLAH,2020-07-01,438170.16,Current,0,Cornerstone Loan Servicing,2020-07-22,SubServicerRemittance
WQUMI9SKWSO9,2023-02-01,364977.66,Current,0,Cornerstone Loan Servicing,2023-02-10,SubServicerRemittance
SXNVZLOOARLB,2021-03-01,230020.81,Current,0,Atlas Mortgage Services,2021-03-15,SubServicerRemittance
T9ASY914K98K,2022-05-01,351588.16,Current,0,Northgate Financial Servicing,2022-05-07,SubServicerRemittance
I8NPQ5ZY6NVM,2022-05-01,266000.0,Current,0,Meridian Residential Capital,2022-05-20,SubServicerRemittance
3C2W7UH0EC70,2019-01-01,179088.41,Current,0,Northgate Financial Servicing,2019-01-16,SubServicerRemittance
U6ZTCAY037DD,2024-11-01,0.0,Default,130,Atlas Mortgage Services,2024-11-11,SubServicerRemittance
8FK05TU8JPCN,2022-11-01,350312.73,Current,0,Northgate Financial Servicing,2022-11-09,SubServicerRemittance
SOSVQR2YZSUW,2021-04-01,480067.0,Current,0,Cornerstone Loan Servicing,2021-08-02,SubServicerRemittance
122GQXM5JATX,2019-07-01,504005.79,Current,0,Atlas Mortgage Services,2019-07-21,SubServicerRemittance
U2VZB43L1W1C,2022-08-01,507687.93,Current,0,Meridian Residential Capital,2022-08-24,SubServicerRemittance
MWFIZU4UXEFE,2023-03-01,276462.15,Current,0,Meridian Residential Capital,2023-03-11,SubServicerRemittance
KHTZUZIOOIHH,2023-03-01,282830.97,Current,0,Meridian Residential Capital,2023-03-19,SubServicerRemittance
YFX0HNXME4ZU,2024-06-01,296178.0,Current,0,Atlas Mortgage Services,2024-06-21,SubServicerRemittance
BNW8YMCH3N6U,2021-01-01,153413.42,Current,0,Beacon Home Loans,2021-01-05,SubServicerRemittance
0T2VXPECHE93,2021-03-01,319000.0,Current,0,Northgate Financial Servicing,2021-03-03,SubServicerRemittance
YV7NIQWZJH1H,2021-06-01,222693.65,60-DPD,75,Cornerstone Loan Servicing,2021-06-10,SubServicerRemittance
KH8EIZ1DZVBZ,2022-02-01,192605.3,Current,0,Atlas Mortgage Services,2022-02-09,SubServicerRemittance
DLZ57KQZD9F5,2021-02-01,370002.15,Current,0,Northgate Financial Servicing,2021-07-27,SubServicerRemittance
AHOHA86AFKX4,2024-09-01,299082.03,Current,0,Atlas Mortgage Services,2024-09-11,SubServicerRemittance
A4A30M6KPT2T,2021-09-01,230154.11,90-DPD,113,Cornerstone Loan Servicing,2021-09-02,SubServicerRemittance
2HDX86MKVNHS,2020-08-01,278074.41,Current,0,Northgate Financial Servicing,2020-08-11,SubServicerRemittance
PK56INWXGVJV,2022-03-01,442817.69,Current,0,Meridian Residential Capital,2022-07-13,SubServicerRemittance
6Y9V4QGLTANQ,2022-02-01,242454.41,Current,0,Northgate Financial Servicing,2022-07-09,SubServicerRemittance
ZZ00IFFW57EC,2023-08-01,515557.14,90-DPD,98,Beacon Home Loans,2023-08-17,SubServicerRemittance
6437YO3JGPUW,2022-08-01,210137.91,Current,0,Meridian Residential Capital,2022-08-14,SubServicerRemittance
138N8228LY01,2023-10-01,339383.32,Current,0,Meridian Residential Capital,2023-10-15,SubServicerRemittance
D3FBT40HBGSI,2020-01-01,281953.59,Current,0,Beacon Home Loans,2020-01-10,SubServicerRemittance
0TQOKHJQW28J,2019-03-01,170557.01,30-DPD,0,Beacon Home Loans,2019-03-02,SubServicerRemittance
5SUJZWT12CR6,2020-05-01,430054.58,Current,0,Beacon Home Loans,2021-02-06,SubServicerRemittance
OEH9429C73S2,2021-05-01,308553.51,Current,0,Beacon Home Loans,2021-05-17,SubServicerRemittance
1S1XG17IF6KJ,2024-11-01,167345.9,Current,0,Atlas Mortgage Services,2024-11-23,SubServicerRemittance
SOBLRIWNIH69,2020-08-01,236457.75,Current,0,Northgate Financial Servicing,2020-08-12,SubServicerRemittance
T5NKAOQT2V5H,2021-10-01,288032.49,Current,0,Northgate Financial Servicing,2021-10-08,SubServicerRemittance
49F584RC5FWY,2021-09-01,409505.56,Current,0,Beacon Home Loans,2021-09-20,SubServicerRemittance
N0AZATUINCYI,2019-04-01,184812.25,Current,0,Northgate Financial Servicing,2019-04-14,SubServicerRemittance
FA0PEAWQGZPK,2020-12-01,261850.8,Current,0,Atlas Mortgage Services,2021-05-11,SubServicerRemittance
HTM2O5OSN157,2021-10-01,361989.35,Current,0,Cornerstone Loan Servicing,2021-10-22,SubServicerRemittance
U8AMNT1L26OI,2023-06-01,272687.09,Current,0,Beacon Home Loans,2023-06-07,SubServicerRemittance
9M4E76W83QS0,2020-10-01,511641.18,Current,0,Atlas Mortgage Services,2020-10-19,SubServicerRemittance
PR0Y179ETHEN,2021-08-01,305441.47,Current,0,Cornerstone Loan Servicing,2022-06-08,SubServicerRemittance
7HEZI3IQ0NKP,2022-05-01,609919.68,Current,0,Cornerstone Loan Servicing,2022-05-02,SubServicerRemittance
TAPMEKKZBFZ3,2020-03-01,332885.23,Current,0,Beacon Home Loans,2021-01-28,SubServicerRemittance
E2LFDSUHR2CT,2025-05-01,366125.97,Current,52,Northgate Financial Servicing,2025-05-05,SubServicerRemittance
ZFGKG9II9O6Y,2019-09-01,330620.87,Current,0,Cornerstone Loan Servicing,2020-08-04,SubServicerRemittance
VC3MD3LXOJ59,2024-10-01,306173.0,Current,0,Beacon Home Loans,2024-10-16,SubServicerRemittance
LQBQ1B8IF7XL,2021-04-01,431781.38,60-DPD,0,Northgate Financial Servicing,2021-04-08,SubServicerRemittance
9RQDAGZKMOG8,2019-07-01,496658.33,60-DPD,57,Atlas Mortgage Services,2019-07-06,SubServicerRemittance
NXWEERN8PMWK,2019-04-01,411159.57,Current,0,Meridian Residential Capital,2019-04-08,SubServicerRemittance
VN4E44741AP2,2022-04-01,411401.76,Current,0,Northgate Financial Servicing,2022-04-10,SubServicerRemittance
9H3X3WQI938T,2018-10-01,116744.74,Current,0,Northgate Financial Servicing,2018-10-17,SubServicerRemittance
ZJ98F20RMAIM,2022-12-01,317894.49,Current,0,Beacon Home Loans,2022-12-08,SubServicerRemittance
AC1ZLS99TC4W,2021-12-01,426950.34,Current,0,Northgate Financial Servicing,2022-05-28,SubServicerRemittance
0PWITQI09A74,2023-05-01,319638.7,Current,0,Northgate Financial Servicing,2023-05-23,SubServicerRemittance
80SPSUH0VC6I,2020-04-01,443974.95,Current,0,Northgate Financial Servicing,2020-04-10,SubServicerRemittance
5EIODW3FZ97H,2024-09-01,350509.06,Current,0,Beacon Home Loans,2024-09-06,SubServicerRemittance
HDFPOSY2U0TM,2023-06-01,309378.3,Current,0,Cornerstone Loan Servicing,2023-06-08,SubServicerRemittance
V4B6C80CE75F,2024-12-01,393003.24,Current,0,Cornerstone Loan Servicing,2024-12-20,SubServicerRemittance
81OR6CJCB8H3,2018-09-01,305562.64,Current,0,Meridian Residential Capital,2018-09-03,SubServicerRemittance
OWM7BHJ0QQEC,2022-09-01,271000.0,Current,0,Meridian Residential Capital,2023-05-09,SubServicerRemittance
FBH3VXF5W8YJ,2020-09-01,323208.75,30-DPD,0,Northgate Financial Servicing,2020-09-05,SubServicerRemittance
QDLNCIUPOEGY,2019-12-01,147000.0,60-DPD,0,Atlas Mortgage Services,2019-12-08,SubServicerRemittance
G4POEKUJ5GKW,2020-04-01,221117.55,Current,0,Cornerstone Loan Servicing,2020-04-09,SubServicerRemittance
PV5EYKYIHK76,2022-10-01,353299.68,Current,0,Beacon Home Loans,2022-10-21,SubServicerRemittance
JF7PUBCTISU4,2021-12-01,209642.58,Current,0,Meridian Residential Capital,2021-12-04,SubServicerRemittance
SZAQK2ENTNZP,2025-01-01,209727.51,Current,0,Northgate Financial Servicing,2025-11-23,SubServicerRemittance
IGAQYL3PYJCJ,2024-10-01,299312.63,Current,0,Cornerstone Loan Servicing,2024-10-15,SubServicerRemittance
RGRSZ1F1E89A,2021-03-01,492804.43,Current,0,Northgate Financial Servicing,2021-03-04,SubServicerRemittance
KTVU3EH2KNBH,2023-05-01,276168.97,Current,0,Beacon Home Loans,2023-05-21,SubServicerRemittance
JF9CJAK2485R,2021-11-01,282064.17,Current,0,Atlas Mortgage Services,2021-11-17,SubServicerRemittance
71OHSPHGFEHM,2018-05-01,250172.97,30-DPD,31,Cornerstone Loan Servicing,2018-10-30,SubServicerRemittance
2JRGETG8QKOL,2023-11-01,388802.2,90-DPD,105,Beacon Home Loans,2024-08-30,SubServicerRemittance
MFE9V107TFP6,2025-04-01,354181.74,Current,0,Atlas Mortgage Services,2025-04-06,SubServicerRemittance
ZUFNRHQJF1XE,2020-06-01,368000.0,Current,0,Meridian Residential Capital,2020-06-17,SubServicerRemittance
GDY3H0QJA2JF,2020-05-01,230574.12,Current,0,Meridian Residential Capital,2020-05-07,SubServicerRemittance
O71QRPTJU2AN,2024-06-01,230304.16,Current,0,Atlas Mortgage Services,2024-06-11,SubServicerRemittance
JK2B7BGE8FO8,2020-10-01,729073.22,Current,0,Cornerstone Loan Servicing,2020-10-07,SubServicerRemittance
2H7N0OQQXU78,2023-05-01,243160.8,Current,0,Beacon Home Loans,2023-05-06,SubServicerRemittance
5LCUODXZ028V,2024-01-01,341806.63,Current,0,Northgate Financial Servicing,2024-01-22,SubServicerRemittance
WCGYRQ7S56LM,2019-07-01,316540.68,Current,0,Cornerstone Loan Servicing,2019-07-12,SubServicerRemittance
P90GFVWT08I2,2022-10-01,519259.37,Current,0,Cornerstone Loan Servicing,2023-04-24,SubServicerRemittance
329WVC9IJLM8,2022-10-01,591980.31,Current,0,Atlas Mortgage Services,2022-10-19,SubServicerRemittance
JOEA3CBH65JT,2023-10-01,218642.67,Current,0,Beacon Home Loans,2023-10-02,SubServicerRemittance
NVRG8APLLB85,2020-06-01,451915.96,Current,0,Cornerstone Loan Servicing,2020-06-13,SubServicerRemittance
LC0S5FTN7WJ1,2023-01-01,269179.81,Current,0,Atlas Mortgage Services,2023-01-23,SubServicerRemittance
1DOTG1L72V42,2024-04-01,592839.26,Current,0,Meridian Residential Capital,2024-04-22,SubServicerRemittance
OL4G1ID13H8A,2019-09-01,356987.68,Current,0,Northgate Financial Servicing,2019-09-07,SubServicerRemittance
ZX0ORYMZ1J3V,2020-05-01,553293.0,Current,0,Atlas Mortgage Services,2020-05-22,SubServicerRemittance
C857ZNIOT5UH,2021-05-01,343644.51,Current,0,Beacon Home Loans,2021-05-18,SubServicerRemittance
33X31R9D63FW,2023-03-01,581630.32,Current,0,Northgate Financial Servicing,2023-03-19,SubServicerRemittance
X289RNUDMXKW,2020-12-01,343116.38,Current,0,Northgate Financial Servicing,2021-05-10,SubServicerRemittance
LCR93Q90MT49,2021-03-01,0.0,Prepaid,0,Cornerstone Loan Servicing,2021-11-22,SubServicerRemittance
VQNO8IX5L9HZ,2021-07-01,335256.64,60-DPD,61,Meridian Residential Capital,2021-11-21,SubServicerRemittance
A4DLPE9B8IP0,2020-07-01,420934.52,Current,0,Atlas Mortgage Services,2021-01-23,SubServicerRemittance
0LMJRGRNBGT8,2025-02-01,343412.41,Current,0,Atlas Mortgage Services,2025-02-25,SubServicerRemittance
CKL23M2PQMMD,2020-09-01,521422.02,Current,0,Meridian Residential Capital,2020-09-16,SubServicerRemittance
4ASYCCDOHIHI,2024-12-01,374556.36,Current,0,Atlas Mortgage Services,2024-12-03,SubServicerRemittance
HZTFLG4PPURM,2020-01-01,0.0,Default,151,Beacon Home Loans,2020-01-13,SubServicerRemittance
3CV01L0QQZJN,2024-02-01,351060.33,Current,0,Meridian Residential Capital,2024-02-24,SubServicerRemittance
GFWIF9I778GV,2023-10-01,0.0,Prepaid,0,Northgate Financial Servicing,2023-10-08,SubServicerRemittance
X44HK9H8I27G,2022-12-01,299395.37,Current,0,Northgate Financial Servicing,2023-05-09,SubServicerRemittance
YILELUM4HXZQ,2022-08-01,511410.85,Current,0,Cornerstone Loan Servicing,2022-08-22,SubServicerRemittance
CH3QC1PN2GRP,2021-09-01,230485.01,Current,0,Atlas Mortgage Services,2021-09-10,SubServicerRemittance
4W3TC3BT4129,2023-04-01,472026.34,90-DPD,90,Meridian Residential Capital,2023-04-03,SubServicerRemittance
EQN7N2KXK1S7,2022-02-01,308000.0,Current,0,Meridian Residential Capital,2022-02-13,SubServicerRemittance
L5NNGB2G9R5S,2023-02-01,297110.6,Current,0,Atlas Mortgage Services,2023-07-20,SubServicerRemittance
6M9V8FHYCDQZ,2021-08-01,260375.59,Current,0,Cornerstone Loan Servicing,2022-07-01,SubServicerRemittance
ZKDY3E0IKN2F,2019-01-01,326602.63,Current,0,Atlas Mortgage Services,2019-05-03,SubServicerRemittance
9R4TY4TW3SHY,2019-05-01,378068.52,Current,0,Cornerstone Loan Servicing,2019-05-08,SubServicerRemittance
P13PPG1D0RJY,2021-11-01,465545.71,Current,0,Northgate Financial Servicing,2021-11-11,SubServicerRemittance
Q0B02J6T0D6P,2023-07-01,526837.09,Current,0,Northgate Financial Servicing,2023-07-17,SubServicerRemittance
G0OEY1TQHXLX,2021-03-01,283035.76,Current,0,Beacon Home Loans,2021-03-10,SubServicerRemittance
M3QKSH9XM136,2019-11-01,407475.58,Current,0,Northgate Financial Servicing,2020-07-20,SubServicerRemittance
X9JSOKGQDH6O,2023-10-01,422338.18,Current,0,Beacon Home Loans,2023-10-14,SubServicerRemittance
